restaurant_name,address,rating,review_count,reslatitude,reslongitude,bikeStationAddress
Nom Nom Nom Poutine,707 Dundas Street W,4.5,134,43.6520696112633,-79.4047858938575,College St / Markham St
Loga's Corner,216C Close Avenue,4.5,163,43.64053,-79.43597,Queen St W / Cowan Ave
Mildred's Temple Kitchen,85 Hanna Avenue,4.0,983,43.6399108749312,-79.4204235076904,Queen St W / Cowan Ave
Tibet Kitchen,1544 Queen Street W,4.5,249,43.640095,-79.439659,Queen St W / Cowan Ave
Nuit Social,1168 Queen Street W,4.5,212,43.64303,-79.42542,Queen St W / Cowan Ave
Guu Izakaya Toronto,1314 Queen Street W,4.0,149,43.6418673011168,-79.4310904074585,Queen St W / Cowan Ave
Antler Kitchen & Bar,1454 Dundas Street West,4.5,282,43.64985,-79.43059,Queen St W / Cowan Ave
Mother India,1456 Queen Street W,4.0,203,43.6409499,-79.43624,Queen St W / Cowan Ave
Himalayan Kitchen,1526 Queen Street W,4.5,140,43.6403,-79.43889,Queen St W / Cowan Ave
School Restaurant,70 Fraser Avenue,3.5,627,43.63784,-79.42435,Queen St W / Cowan Ave
Levetto,68 Sudbury Street,4.0,243,43.64152,-79.4221,Queen St W / Cowan Ave
Good Fork,1550 Dundas Street W,4.0,379,43.6499162,-79.4335594,Queen St W / Cowan Ave
Chen Chen’s Nashville Hot Chicken,1184 Queen Street W,4.5,61,43.6429634,-79.4257733,Queen St W / Cowan Ave
Garleek Kitchen,1500 Queen Street W,4.5,48,43.64046,-79.43811,Queen St W / Cowan Ave
Otto's Bierhalle,1087 Queen Street W,4.0,180,43.64335,-79.42202,Queen St W / Cowan Ave
Enoteca Sociale,1288 Dundas St W,4.0,318,43.6496799,-79.42567,Queen St W / Cowan Ave
Lao Thai Restaurant,4 Gladstone Avenue,4.5,85,43.6426406,-79.4273649,Queen St W / Cowan Ave
Miss Things,1279 Queen Street W,3.5,158,43.6414601,-79.431879,Queen St W / Cowan Ave
Ali's West Indian Roti Shop,1446 Queen Street W,4.0,91,43.64101,-79.43599,Queen St W / Cowan Ave
The MoMo House,1422 Queen Street W,4.5,33,43.64119,-79.43505,Queen St W / Cowan Ave
Hanmoto,2 Lakeview Avenue,4.0,224,43.64962095248675,-79.42305491320673,Queen St W / Cowan Ave
Mildred's Temple Kitchen,85 Hanna Avenue,4.0,983,43.6399108749312,-79.4204235076904,Queen St W / Gladstone Ave
Nuit Social,1168 Queen Street W,4.5,212,43.64303,-79.42542,Queen St W / Gladstone Ave
Antler Kitchen & Bar,1454 Dundas Street West,4.5,282,43.64985,-79.43059,Queen St W / Gladstone Ave
Levetto,68 Sudbury Street,4.0,243,43.64152,-79.4221,Queen St W / Gladstone Ave
Chen Chen’s Nashville Hot Chicken,1184 Queen Street W,4.5,61,43.6429634,-79.4257733,Queen St W / Gladstone Ave
Pizzeria Libretto,221 Ossington Avenue,4.0,565,43.64898,-79.42021,Queen St W / Gladstone Ave
Otto's Bierhalle,1087 Queen Street W,4.0,180,43.64335,-79.42202,Queen St W / Gladstone Ave
Loga's Corner,216C Close Avenue,4.5,163,43.64053,-79.43597,Queen St W / Gladstone Ave
Bellwoods Brewery,124-126 Ossington Avenue,4.0,348,43.64713,-79.42015,Queen St W / Gladstone Ave
Lao Thai Restaurant,4 Gladstone Avenue,4.5,85,43.6426406,-79.4273649,Queen St W / Gladstone Ave
School Restaurant,70 Fraser Avenue,3.5,627,43.63784,-79.42435,Queen St W / Gladstone Ave
Guu Izakaya Toronto,1314 Queen Street W,4.0,149,43.6418673011168,-79.4310904074585,Queen St W / Gladstone Ave
Pho Tien Thanh,57 Ossington Avenue,4.0,436,43.6455399,-79.41896,Queen St W / Gladstone Ave
Enoteca Sociale,1288 Dundas St W,4.0,318,43.6496799,-79.42567,Queen St W / Gladstone Ave
Hanmoto,2 Lakeview Avenue,4.0,224,43.64962095248675,-79.42305491320673,Queen St W / Gladstone Ave
Tibet Kitchen,1544 Queen Street W,4.5,249,43.640095,-79.439659,Queen St W / Gladstone Ave
La Cubana,92 Ossington Avenue,4.0,225,43.6462083,-79.419674,Queen St W / Gladstone Ave
Union,72A Ossington Avenue,4.0,236,43.64577,-79.41974,Queen St W / Gladstone Ave
The Good Son,1096 Queen Street W,4.0,208,43.6436501,-79.4227676,Queen St W / Gladstone Ave
Oddseoul,90 Ossington Avenue,4.0,325,43.64617546167321,-79.41973480556406,Queen St W / Gladstone Ave
Ramen Isshin,421 College Street,4.5,781,43.65634,-79.40689,Harbord St / Clinton St
Insomnia Restaurant & Lounge,563 Bloor Street W,4.0,1002,43.665961,-79.411003,Harbord St / Clinton St
Buk Chang Dong Soon Tofu,691 Bloor Street W,4.0,475,43.66363,-79.4169299,Harbord St / Clinton St
Hodo Kwaja,656 Bloor Street W,4.5,239,43.66438,-79.41557,Harbord St / Clinton St
KINKA IZAKAYA ANNEX,559 Bloor St W,4.0,497,43.665157,-79.410658,Harbord St / Clinton St
Bar Isabel,797 College Street,4.0,453,43.654631,-79.4207738,Harbord St / Clinton St
Rustle & Still Café,605 Bloor Street W,4.5,150,43.66457,-79.41304,Harbord St / Clinton St
Korean Village Restaurant,628 Bloor Street W,4.0,395,43.66461,-79.41444,Harbord St / Clinton St
Tofu Village - House of Soon Tofu,681 Bloor Street W,4.0,201,43.66371,-79.4165699,Harbord St / Clinton St
Snakes & Lattes Annex,600 Bloor Street W,4.0,354,43.665,-79.4132,Harbord St / Clinton St
DaiLo,503 College Street,4.0,308,43.65574,-79.4098,Harbord St / Clinton St
Rasa,196 Robert Street,4.5,313,43.6627752,-79.4039682,Harbord St / Clinton St
Imm Thai Kitchen,651 College Street,4.5,145,43.65484,-79.41598,Harbord St / Clinton St
Bar Raval,505 College Street,4.0,313,43.6558432,-79.4099433,Harbord St / Clinton St
Her Father's Cider Bar & Kitchen,119 Harbord Street,4.5,183,43.66232,-79.40453,Harbord St / Clinton St
Yummy Korean Food Restaurant,620 Bloor Street W,4.0,268,43.66469,-79.4140199,Harbord St / Clinton St
PG Clucks,610 College Street,4.0,192,43.65532,-79.41456,Harbord St / Clinton St
La Carnita,501 College Street,3.5,537,43.656012010874,-79.4096839427948,Harbord St / Clinton St
Tacos El Asador,689 Bloor Street W,4.0,321,43.6636499,-79.41686,Harbord St / Clinton St
La Bella Managua,872 Bloor Street W,4.5,247,43.66232,-79.42495,Harbord St / Clinton St
Yasu,81 Harbord Street,4.5,412,43.66269,-79.40314,Central Tech (Harbord St)
Ramen Isshin,421 College Street,4.5,781,43.65634,-79.40689,Central Tech (Harbord St)
Insomnia Restaurant & Lounge,563 Bloor Street W,4.0,1002,43.665961,-79.411003,Central Tech (Harbord St)
Seven Lives Tacos y Mariscos,72 Kensington Avenue,4.5,1446,43.6544903,-79.4008299,Central Tech (Harbord St)
Rasa,196 Robert Street,4.5,313,43.6627752,-79.4039682,Central Tech (Harbord St)
Her Father's Cider Bar & Kitchen,119 Harbord Street,4.5,183,43.66232,-79.40453,Central Tech (Harbord St)
KINKA IZAKAYA ANNEX,559 Bloor St W,4.0,497,43.665157,-79.410658,Central Tech (Harbord St)
Fuwa Fuwa Japanese Pancakes,408 Bloor Street W,4.0,392,43.6659512785201,-79.4078764691949,Central Tech (Harbord St)
Rustle & Still Café,605 Bloor Street W,4.5,150,43.66457,-79.41304,Central Tech (Harbord St)
Hodo Kwaja,656 Bloor Street W,4.5,239,43.66438,-79.41557,Central Tech (Harbord St)
Almond Butterfly Harbord Bakeshop & Cafe,100 Harbord Street,4.5,178,43.6629326,-79.4033968,Central Tech (Harbord St)
Buk Chang Dong Soon Tofu,691 Bloor Street W,4.0,475,43.66363,-79.4169299,Central Tech (Harbord St)
Snakes & Lattes Annex,600 Bloor Street W,4.0,354,43.665,-79.4132,Central Tech (Harbord St)
DaiLo,503 College Street,4.0,308,43.65574,-79.4098,Central Tech (Harbord St)
Korean Village Restaurant,628 Bloor Street W,4.0,395,43.66461,-79.41444,Central Tech (Harbord St)
Fresco's Fish & Chips,201 Augusta Avenue,4.5,380,43.6538341,-79.4015484,Central Tech (Harbord St)
Bar Raval,505 College Street,4.0,313,43.6558432,-79.4099433,Central Tech (Harbord St)
Mr.Tonkatsu,520 Bloor Street W,4.0,192,43.66541,-79.41074,Central Tech (Harbord St)
La Carnita,501 College Street,3.5,537,43.656012010874,-79.4096839427948,Central Tech (Harbord St)
Yummy Korean Food Restaurant,620 Bloor Street W,4.0,268,43.66469,-79.4140199,Central Tech (Harbord St)
Bar Isabel,797 College Street,4.0,453,43.654631,-79.4207738,Roxton Rd / Harbord St
La Bella Managua,872 Bloor Street W,4.5,247,43.66232,-79.42495,Roxton Rd / Harbord St
Buk Chang Dong Soon Tofu,691 Bloor Street W,4.0,475,43.66363,-79.4169299,Roxton Rd / Harbord St
Insomnia Restaurant & Lounge,563 Bloor Street W,4.0,1002,43.665961,-79.411003,Roxton Rd / Harbord St
Hodo Kwaja,656 Bloor Street W,4.5,239,43.66438,-79.41557,Roxton Rd / Harbord St
Banjara Indian Cuisine,796 Bloor Street W,3.5,443,43.66315,-79.42188,Roxton Rd / Harbord St
Imm Thai Kitchen,651 College Street,4.5,145,43.65484,-79.41598,Roxton Rd / Harbord St
The Caledonian,856 College Street,4.5,149,43.65439,-79.42355,Roxton Rd / Harbord St
Tofu Village - House of Soon Tofu,681 Bloor Street W,4.0,201,43.66371,-79.4165699,Roxton Rd / Harbord St
KINKA IZAKAYA ANNEX,559 Bloor St W,4.0,497,43.665157,-79.410658,Roxton Rd / Harbord St
Korean Village Restaurant,628 Bloor Street W,4.0,395,43.66461,-79.41444,Roxton Rd / Harbord St
PG Clucks,610 College Street,4.0,192,43.65532,-79.41456,Roxton Rd / Harbord St
Northwood,815 W Bloor Street,4.0,124,43.66248,-79.42204,Roxton Rd / Harbord St
Rustle & Still Café,605 Bloor Street W,4.5,150,43.66457,-79.41304,Roxton Rd / Harbord St
The Fish Store & Sandwiches,657 College Street,4.0,152,43.65491,-79.41627,Roxton Rd / Harbord St
Snakes & Lattes Annex,600 Bloor Street W,4.0,354,43.665,-79.4132,Roxton Rd / Harbord St
Tacos El Asador,689 Bloor Street W,4.0,321,43.6636499,-79.41686,Roxton Rd / Harbord St
Madras Masala,796 Bloor Street W,4.0,157,43.663054436101525,-79.42182553769186,Roxton Rd / Harbord St
Bloomer's,873 Bloor Street W,4.0,153,43.6621055,-79.4249966,Roxton Rd / Harbord St
Yummy Korean Food Restaurant,620 Bloor Street W,4.0,268,43.66469,-79.4140199,Roxton Rd / Harbord St
Ramen Isshin,421 College Street,4.5,781,43.65634,-79.40689,Ulster St / Bathurst St
Seven Lives Tacos y Mariscos,72 Kensington Avenue,4.5,1446,43.6544903,-79.4008299,Ulster St / Bathurst St
Yasu,81 Harbord Street,4.5,412,43.66269,-79.40314,Ulster St / Bathurst St
Insomnia Restaurant & Lounge,563 Bloor Street W,4.0,1002,43.665961,-79.411003,Ulster St / Bathurst St
Rasa,196 Robert Street,4.5,313,43.6627752,-79.4039682,Ulster St / Bathurst St
Her Father's Cider Bar & Kitchen,119 Harbord Street,4.5,183,43.66232,-79.40453,Ulster St / Bathurst St
KINKA IZAKAYA ANNEX,559 Bloor St W,4.0,497,43.665157,-79.410658,Ulster St / Bathurst St
DaiLo,503 College Street,4.0,308,43.65574,-79.4098,Ulster St / Bathurst St
Bar Raval,505 College Street,4.0,313,43.6558432,-79.4099433,Ulster St / Bathurst St
La Carnita,501 College Street,3.5,537,43.656012010874,-79.4096839427948,Ulster St / Bathurst St
Buk Chang Dong Soon Tofu,691 Bloor Street W,4.0,475,43.66363,-79.4169299,Ulster St / Bathurst St
Fresco's Fish & Chips,201 Augusta Avenue,4.5,380,43.6538341,-79.4015484,Ulster St / Bathurst St
Hodo Kwaja,656 Bloor Street W,4.5,239,43.66438,-79.41557,Ulster St / Bathurst St
Rustle & Still Café,605 Bloor Street W,4.5,150,43.66457,-79.41304,Ulster St / Bathurst St
Juicy Dumpling,280 Spadina Ave,4.5,579,43.65252,-79.39854,Ulster St / Bathurst St
Fuwa Fuwa Japanese Pancakes,408 Bloor Street W,4.0,392,43.6659512785201,-79.4078764691949,Ulster St / Bathurst St
Sneaky Dee's,431 College Street,3.5,463,43.6562399,-79.4074,Ulster St / Bathurst St
Snakes & Lattes Annex,600 Bloor Street W,4.0,354,43.665,-79.4132,Ulster St / Bathurst St
Almond Butterfly Harbord Bakeshop & Cafe,100 Harbord Street,4.5,178,43.6629326,-79.4033968,Ulster St / Bathurst St
Korean Village Restaurant,628 Bloor Street W,4.0,395,43.66461,-79.41444,Ulster St / Bathurst St
Sala Modern Thai Kitchen & Bar,1262 Danforth Avenue,4.5,185,43.6819991223223,-79.3307374790311,Mortimer Ave / Coxwell Ave
The Wren,1382 Danforth Avenue,4.0,212,43.6824096,-79.3280496,Mortimer Ave / Coxwell Ave
Knuckle Sandwich,969 Coxwell Avenue,4.0,116,43.69626,-79.3285,Mortimer Ave / Coxwell Ave
Little Coxwell Vietnamese And Thai Cuisine,986 Coxwell Avenue,4.0,142,43.6961749185072,-79.3290924315309,Mortimer Ave / Coxwell Ave
Rendez-Vous,1408 Danforth Avenue,4.0,113,43.68271,-79.32758,Mortimer Ave / Coxwell Ave
Pomarosa Coffee Shop & Kitchen,1504 Danforth Avenue,4.5,44,43.683242,-79.32545,Mortimer Ave / Coxwell Ave
Cumin Kitchen - Fine Indian Cuisine,1820 Danforth Avenue,4.5,68,43.68469,-79.3184,Mortimer Ave / Coxwell Ave
Lucy Ethiopian Kitchen,1690 Danforth Avenue,4.5,72,43.6841128,-79.3207142,Mortimer Ave / Coxwell Ave
Local 1794,1794 Danforth Avenue,4.0,117,43.68459,-79.31881,Mortimer Ave / Coxwell Ave
Yanagi Sushi,1524 Danforth Avenue,4.0,74,43.68336,-79.32491,Mortimer Ave / Coxwell Ave
Lalibela Ethiopian Restaurant,1202 Danforth Avenue,4.0,100,43.68178,-79.33198,Mortimer Ave / Coxwell Ave
Morgan's On the Danforth,1282 Danforth Avenue,4.0,96,43.68194,-79.3302284,Mortimer Ave / Coxwell Ave
Patisserie La Cigogne,1419 Danforth Avenue,3.5,98,43.68238,-79.32686,Mortimer Ave / Coxwell Ave
Cafe Cocoro,1989 Danforth Avenue,4.5,33,43.68503,-79.31485,Mortimer Ave / Coxwell Ave
Ballissimo Loukoumades Bar,1027 Coxwell Ave,5.0,15,43.6972483195453,-79.3290973082185,Mortimer Ave / Coxwell Ave
Sushi Bay,1028 Coxwell Avenue,4.0,40,43.69673,-79.32934,Mortimer Ave / Coxwell Ave
Wazema Ethiopian Restaurant,1360 Danforth Ave,4.5,25,43.68253,-79.32856,Mortimer Ave / Coxwell Ave
Our Spot,1779b Danforth Ave,4.5,9,43.6841401,-79.3190019,Mortimer Ave / Coxwell Ave
El Sol Mexican Gallery Restaurant,1448 Danforth Ave,3.5,58,43.68294,-79.32647,Mortimer Ave / Coxwell Ave
Good Vibes Kitchen,1299 Danforth Ave,5.0,9,43.6818,-79.32975,Mortimer Ave / Coxwell Ave
Budapest Restaurant,2183 Danforth Ave,4.0,79,43.686310484234454,-79.30998100204901,Woodbine Subway Green P (SMART)
Gyoko Sushi & Bar,2143 Danforth Avenue,4.5,32,43.6858619724304,-79.3111982569098,Woodbine Subway Green P (SMART)
Cumin Kitchen - Fine Indian Cuisine,1820 Danforth Avenue,4.5,68,43.68469,-79.3184,Woodbine Subway Green P (SMART)
Beach Hill Smokehouse,172 Main Street S,4.5,139,43.68409,-79.3005,Woodbine Subway Green P (SMART)
Local 1794,1794 Danforth Avenue,4.0,117,43.68459,-79.31881,Woodbine Subway Green P (SMART)
Cafe Cocoro,1989 Danforth Avenue,4.5,33,43.68503,-79.31485,Woodbine Subway Green P (SMART)
Lucy Ethiopian Kitchen,1690 Danforth Avenue,4.5,72,43.6841128,-79.3207142,Woodbine Subway Green P (SMART)
Bodega Henriette,1801 Gerrard Street E,4.0,69,43.6780199,-79.31471,Woodbine Subway Green P (SMART)
Thai Room,2063 Danforth Avenue,3.5,75,43.685379,-79.3130798,Woodbine Subway Green P (SMART)
Len Duckworth Fish & Chips,2638 Danforth Avenue,4.0,81,43.68883,-79.29998,Woodbine Subway Green P (SMART)
Brick Farm Breakfast,2116 Danforth Avenue,4.0,25,43.6860474583129,-79.3117921436689,Woodbine Subway Green P (SMART)
Grillies,2632 Danforth avenue,4.0,82,43.68881,-79.30015,Woodbine Subway Green P (SMART)
Sandy's Restaurant,2093 Danforth Avenue,4.0,29,43.68554,-79.31223,Woodbine Subway Green P (SMART)
Hirut,2050 Danforth Ave,4.5,19,43.68566,-79.31388,Woodbine Subway Green P (SMART)
Oak Park Deli,213 Oak Park Avenue,4.5,24,43.69388,-79.31004,Woodbine Subway Green P (SMART)
Our Spot,1779b Danforth Ave,4.5,9,43.6841401,-79.3190019,Woodbine Subway Green P (SMART)
Hot Pot Cafe,2134 Danforth Avenue,5.0,5,43.6862154,-79.3112465,Woodbine Subway Green P (SMART)
The Groove Bar & Grill,1952 Danforth Avenue,4.0,17,43.6852919679494,-79.3155437707901,Woodbine Subway Green P (SMART)
Firkin On Danforth,2057B Danforth Avenue E,3.0,36,43.685332,-79.313329,Woodbine Subway Green P (SMART)
Attosushi,2231 Danforth Avenue,4.0,8,43.68636,-79.30903,Woodbine Subway Green P (SMART)
Beach Hill Smokehouse,172 Main Street S,4.5,139,43.68409,-79.3005,Danforth Ave / Barrington Ave
Len Duckworth Fish & Chips,2638 Danforth Avenue,4.0,81,43.68883,-79.29998,Danforth Ave / Barrington Ave
Grillies,2632 Danforth avenue,4.0,82,43.68881,-79.30015,Danforth Ave / Barrington Ave
Budapest Restaurant,2183 Danforth Ave,4.0,79,43.686310484234454,-79.30998100204901,Danforth Ave / Barrington Ave
Bistro Camino,2750 Danforth Avenue,4.5,25,43.68934,-79.29744,Danforth Ave / Barrington Ave
Gyoko Sushi & Bar,2143 Danforth Avenue,4.5,32,43.6858619724304,-79.3111982569098,Danforth Ave / Barrington Ave
Double Sushi,2795 Danforth Avenue,3.5,80,43.6893,-79.29557,Danforth Ave / Barrington Ave
Prologue Cafe,2249 Gerrard Street East,4.5,14,43.6844351326528,-79.2974385246634,Danforth Ave / Barrington Ave
Fearless Meat,884 Kingston Road,4.5,35,43.68043,-79.29028,Danforth Ave / Barrington Ave
Su-Good,2626 Danforth Ave,4.0,20,43.68878,-79.3002999,Danforth Ave / Barrington Ave
Two Brothers Shawarma,2825 Danforth Avenue,4.5,14,43.68939,-79.29532,Danforth Ave / Barrington Ave
Sultan Shawarma & Falafel,2558 Danforth Avenue,3.5,33,43.6883333,-79.3016679,Danforth Ave / Barrington Ave
Oak Park Deli,213 Oak Park Avenue,4.5,24,43.69388,-79.31004,Danforth Ave / Barrington Ave
The Beech Tree,924 Kingston Road,4.0,53,43.6803871,-79.2888628,Danforth Ave / Barrington Ave
Danforth Roti Shop,2844 Danforth Avenue,4.0,18,43.689695519075,-79.295849861626,Danforth Ave / Barrington Ave
Brick Farm Breakfast,2116 Danforth Avenue,4.0,25,43.6860474583129,-79.3117921436689,Danforth Ave / Barrington Ave
Church's Texas Chicken,3003 Danforth Avenue,4.5,14,43.6908342358818,-79.2888385741988,Danforth Ave / Barrington Ave
Pavillion Pastries Cafe,2554 Danforth Avenue,3.5,14,43.6881637573242,-79.3016815185547,Danforth Ave / Barrington Ave
Gharoa Restaurant,2994 Danforth Avenue,3.5,21,43.69072,-79.29136,Danforth Ave / Barrington Ave
Sandy's Restaurant,2093 Danforth Avenue,4.0,29,43.68554,-79.31223,Danforth Ave / Barrington Ave
Indie Ale House,2876 Dundas Street W,4.0,254,43.6654413783034,-79.4652382135862,Pacific Ave / Glenlake Ave - SMART
Honest Weight,2766 Dundas Street W,4.5,135,43.6653335939817,-79.4614855543404,Pacific Ave / Glenlake Ave - SMART
Chica's Nashville Hot Chicken,2853 Dundas Street W,4.5,121,43.66518,-79.46423,Pacific Ave / Glenlake Ave - SMART
The Hole In the Wall,2867 Dundas Street W,4.5,166,43.66518,-79.46515,Pacific Ave / Glenlake Ave - SMART
Nodo - Junction,2885 Dundas Street West,4.0,201,43.6653383989619,-79.4656616449356,Pacific Ave / Glenlake Ave - SMART
Dirty Food Eatery,3070 Dundas Street W,4.5,128,43.66565,-79.47188,Pacific Ave / Glenlake Ave - SMART
When The Pig Came Home,384 Keele Street,4.5,70,43.6657595,-79.4648277,Pacific Ave / Glenlake Ave - SMART
Isaan Der,2961 Dundas Street W,4.0,113,43.6652858,-79.4679385,Pacific Ave / Glenlake Ave - SMART
Farmhouse Tavern,1627 Dupont Street,3.5,264,43.664786604468,-79.45523480746996,Pacific Ave / Glenlake Ave - SMART
Aztec's Mine,1986 Bloor Street W,4.0,104,43.65302,-79.4684988,Pacific Ave / Glenlake Ave - SMART
Playa Cabana Cantina,2883 Dundas Street W,3.5,298,43.66522,-79.46552,Pacific Ave / Glenlake Ave - SMART
Leela Indian Food Bar,3108 Dundas Street W,4.5,104,43.6656864338278,-79.4737639278173,Pacific Ave / Glenlake Ave - SMART
Bunner's,3054 Dundas Street W,4.0,135,43.66568,-79.4714,Pacific Ave / Glenlake Ave - SMART
Whelan's Gate Gastropub,1663 Bloor Street W,4.5,38,43.6552887,-79.4564438,Pacific Ave / Glenlake Ave - SMART
Tuckshop Kitchen,1640 Dupont Street,4.5,53,43.66499,-79.45568,Pacific Ave / Glenlake Ave - SMART
Sushi Place,1730 Bloor Street W,3.5,87,43.6549657,-79.4592461,Pacific Ave / Glenlake Ave - SMART
Luna Junction,2800 Dundas St W,4.5,32,43.6656,-79.46276,Pacific Ave / Glenlake Ave - SMART
Baguette & Co,2772 Dundas St W,4.5,44,43.6654122,-79.4614958,Pacific Ave / Glenlake Ave - SMART
Flame Food+Design,2197 Bloor Street W,4.5,31,43.6511699407415,-79.4751231579362,Pacific Ave / Glenlake Ave - SMART
Osaka Sushi Japanese Restaurant,1620 Bloor Street W,4.0,60,43.65584,-79.45565,Pacific Ave / Glenlake Ave - SMART
Aztec's Mine,1986 Bloor Street W,4.0,104,43.65302,-79.4684988,High Park - West Rd
Flame Food+Design,2197 Bloor Street W,4.5,31,43.6511699407415,-79.4751231579362,High Park - West Rd
Bukhara Grill,2241A Bloor Street W,4.0,73,43.6508421,-79.477041,High Park - West Rd
Whelan's Gate Gastropub,1663 Bloor Street W,4.5,38,43.6552887,-79.4564438,High Park - West Rd
Sushi Place,1730 Bloor Street W,3.5,87,43.6549657,-79.4592461,High Park - West Rd
Osaka Sushi Japanese Restaurant,1620 Bloor Street W,4.0,60,43.65584,-79.45565,High Park - West Rd
