restaurant_name,address,rating,review_count,reslatitude,reslongitude,bikeStationAddress,bikeStationDistance,latitude,longitude,freeBikes
Mr J's Deli On The Beach,275 Cherry Street,2.0,8.0,43.6456,-79.35229,Polson Pier,,43.641675,-79.354006,11
La Prep,25 Dockside Drive,2.0,11.0,43.64365,-79.36633,Polson Pier,,43.641675,-79.354006,11
Pizza Nova,222 The Esplanade,2.0,13.0,43.64946,-79.365449,Polson Pier,,43.641675,-79.354006,11
District Pizza,32 Gristmill Lane,3.5,5.0,43.6501883,-79.3602979,Polson Pier,,43.641675,-79.354006,11
The Old Spaghetti Factory,54 The Esplanade,3.5,421.0,43.6469106,-79.3743409,Lower Jarvis / Queens Quay E,,43.64422,-79.36927,13
Trecce,1792 Danforth Avenue,3.5,18.0,43.6845613035206,-79.3188472803566,Danforth Ave / Aldridge Ave,,43.684758,-79.316767,5
Tut's Egyptian Street Food,567 King Street West,4.0,77.0,43.6444283,-79.399433,Bathurst St/Queens Quay(Billy Bishop Airport),,43.635492,-79.398253,30
Big Smoke Burger,573 King Street W,3.5,161.0,43.644425284267,-79.399633708653,Bathurst St/Queens Quay(Billy Bishop Airport),,43.635492,-79.398253,30
Pho Lang Van,958 Saint Clair Avenue W,4.0,56.0,43.6795756759952,-79.4361752983373,St Clair Ave W / Winona Ave - SMART,,43.680466,-79.432522,0
Tenoch Restaurant,933 Saint Clair Avenue W,3.5,67.0,43.67944,-79.43508,St Clair Ave W / Winona Ave - SMART,,43.680466,-79.432522,0
Casamiento,787 Dupont Street,5.0,23.0,43.6705823,-79.4260687,Davenport Rd / Christie St,,43.675278,-79.423889,0
LOCAL Public Eatery - Leaside,180 Laird Drive,3.5,145.0,43.7099783645764,-79.3635408952832,E.T. Seton Park (Eglinton Ave E / Leslie St),,43.715951,-79.351246,9
South St. Burger,45 Wicksteed Avenue,2.5,39.0,43.71029,-79.36283,E.T. Seton Park (Eglinton Ave E / Leslie St),,43.715951,-79.351246,9
Mary Brown’s,11 Industrial Street,5.0,4.0,43.70721,-79.36063,E.T. Seton Park (Eglinton Ave E / Leslie St),,43.715951,-79.351246,9
Capital Sweet And Samosa,62 Overlea Blvd,3.0,16.0,43.7077904,-79.3434372,E.T. Seton Park (Eglinton Ave E / Leslie St),,43.715951,-79.351246,9
Lazeez Shawarma,16-62 Overlea Boulevard,4.0,9.0,43.707841,-79.343085,E.T. Seton Park (Eglinton Ave E / Leslie St),,43.715951,-79.351246,9
Hakka Palace,62 Overlea Boulevard,3.5,8.0,43.70779,-79.34344,E.T. Seton Park (Eglinton Ave E / Leslie St),,43.715951,-79.351246,9
Watan Pizza and Grill,62 Overlea Boulevard,2.5,14.0,43.7078608297612,-79.3433636426926,E.T. Seton Park (Eglinton Ave E / Leslie St),,43.715951,-79.351246,9
Popeyes Louisiana Kitchen,62 Overlea Blvd,2.0,20.0,43.70779,-79.34344,E.T. Seton Park (Eglinton Ave E / Leslie St),,43.715951,-79.351246,9
Mandi Afandi,64 Overlea Boulevard,4.0,2.0,43.70832799999999,-79.3426392,E.T. Seton Park (Eglinton Ave E / Leslie St),,43.715951,-79.351246,9
Moong Japanese Fusion Restaurant,570 St. Clair Avenue W,3.5,43.0,43.6827316,-79.4219131,Lonsdale Rd / Spadina Rd,,43.688526,-79.412903,1
Chinese Dumplings,645 St. Clair Avenue W,3.5,55.0,43.681847,-79.424241,Lonsdale Rd / Spadina Rd,,43.688526,-79.412903,1
Natural Japaneats,601 Christie Street,5.0,4.0,43.67996,-79.42406,Lonsdale Rd / Spadina Rd,,43.688526,-79.412903,1
Sanremo Bakery,374 Royal York Road,4.5,505.0,43.61856,-79.49967,Superior Ave / Lake Shore Blvd W,,43.6146692,-79.4873148,12
Il Padres,196 Royal York Road,4.0,22.0,43.61162,-79.49668,Superior Ave / Lake Shore Blvd W,,43.6146692,-79.4873148,12
Mangoes Restaurant,2491 Lake Shore Blvd W,4.0,7.0,43.6130140653159,-79.4893812173203,Superior Ave / Lake Shore Blvd W,,43.6146692,-79.4873148,12
Jimmy's Coffee,380 Royal York Rd,4.0,15.0,43.61868,-79.49967,Superior Ave / Lake Shore Blvd W,,43.6146692,-79.4873148,12
Barrel House Korchma,2385 Lake Shore Boulevard W,3.0,9.0,43.6151124,-79.4883928,Superior Ave / Lake Shore Blvd W,,43.6146692,-79.4873148,12
2 Or 3 Pizza & Wings,2382 Lake Shore Boulevard W,3.0,5.0,43.615619666401,-79.4887547828713,Superior Ave / Lake Shore Blvd W,,43.6146692,-79.4873148,12
Koshaa Fine Indian Cuisine,2314 Lake Shore Blvd W,4.0,3.0,43.61767155903476,-79.48748040944338,Superior Ave / Lake Shore Blvd W,,43.6146692,-79.4873148,12
South Indian Dosa Mahal,9 Roncesvalles Avenue,4.0,11.0,43.639222,-79.446125,Lake Shore Blvd W / Colborne Lodge Dr,,43.63771,-79.458173,5
The Friendly Thai,223 Roncesvalles Avenue,2.5,72.0,43.6459,-79.44862,Lake Shore Blvd W / Colborne Lodge Dr,,43.63771,-79.458173,5
Gabby's Roncesvalles,157 Roncesvalles Ave.,3.5,18.0,43.64408,-79.44788,Lake Shore Blvd W / Colborne Lodge Dr,,43.63771,-79.458173,5
Greenfield Market,7 Roncesvalles Ave,4.0,6.0,43.6389957,-79.4461904,Lake Shore Blvd W / Colborne Lodge Dr,,43.63771,-79.458173,5
Mama's Pizza,Sunnybrook Plaza,1.0,5.0,43.6457138,-79.4821243,Ripley Ave / Ormskirk Ave,,43.6390437,-79.4760109,18
Tim Horton's,250 The Queensway,1.5,2.0,43.62998,-79.48735,Ripley Ave / Ormskirk Ave,,43.6390437,-79.4760109,18
Martino's Pizza & Asian Fusion Kitchen,178 Dupont Street,4.0,44.0,43.675568,-79.4036442,Spadina Rd / Austin Terrace,,43.67883,-79.408723,0
Mimi Chinese,265 Davenport Road,4.0,40.0,43.67411,-79.3982,Spadina Rd / Austin Terrace,,43.67883,-79.408723,0
Light Cafe,23 Baldwin Street,4.0,241.0,43.65594,-79.393,Baldwin St / Henry St,,43.6560758,-79.393259,3
Woody's Burger Bar and Grill,3795 Lake Shore Boulevard W,4.0,251.0,43.59234,-79.54178,Lake Shore Blvd W / Thirty Ninth Street,,43.5927419,-79.5403301,7
850 Degrees Pizzeria,3455 Lakeshore Boulevard W,4.5,244.0,43.595197,-79.5295791,Lake Shore Blvd W / Thirty Ninth Street,,43.5927419,-79.5403301,7
The Empanada Company,122 Fortieth Street,4.0,93.0,43.5917883,-79.5416011,Lake Shore Blvd W / Thirty Ninth Street,,43.5927419,-79.5403301,7
Fair Grounds Organic Café & Roastery,3785 Lake Shore Boulevard W,4.0,50.0,43.59235,-79.54145,Lake Shore Blvd W / Thirty Ninth Street,,43.5927419,-79.5403301,7
Feast of Dilli,378 Browns Line,4.5,98.0,43.60062,-79.54504,Lake Shore Blvd W / Thirty Ninth Street,,43.5927419,-79.5403301,7
Thrive Organic Kitchen & Café,3473 Lake Shore Boulevard W,4.0,128.0,43.5951988,-79.5302858,Lake Shore Blvd W / Thirty Ninth Street,,43.5927419,-79.5403301,7
Il Paesano Pizzeria & Restaurant,396 Brown's Line,4.0,98.0,43.601187835679895,-79.54535348238731,Lake Shore Blvd W / Thirty Ninth Street,,43.5927419,-79.5403301,7
Thai Barn Na,256 Brown's Line,4.5,13.0,43.59849,-79.54413,Lake Shore Blvd W / Thirty Ninth Street,,43.5927419,-79.5403301,7
Simon Sushi,3399 Lake Shore Boulvard W,4.0,34.0,43.59551,-79.528,Lake Shore Blvd W / Thirty Ninth Street,,43.5927419,-79.5403301,7
My Thai Kitchen,390 Brown's Line,4.5,10.0,43.60105,-79.54522,Lake Shore Blvd W / Thirty Ninth Street,,43.5927419,-79.5403301,7
The Tale Indian Cuisine & Bar,3747 Lake Shore Blvd W,4.5,4.0,43.59274,-79.54009,Lake Shore Blvd W / Thirty Ninth Street,,43.5927419,-79.5403301,7
South Shore Bar and Grill,264 Brown's Line,3.0,11.0,43.5986956,-79.5439475,Lake Shore Blvd W / Thirty Ninth Street,,43.5927419,-79.5403301,7
Family Meat & Deli,278 Browns Line,3.5,2.0,43.5987732,-79.5440678,Lake Shore Blvd W / Thirty Ninth Street,,43.5927419,-79.5403301,7
DeCourses Café,3232 Lake Shore Blvd W,4.5,30.0,43.59736,-79.52171,Lake Shore Blvd W / Twenty Fourth St,,43.597082,-79.522768,4
Tasty Korea,3323 Lake Shore Boulevard W,5.0,13.0,43.596406489045,-79.5249763908124,Lake Shore Blvd W / Twenty Fourth St,,43.597082,-79.522768,4
Black Goat Cafe,3261 Lake Shore Boulevard W,4.0,25.0,43.59672,-79.52254,Lake Shore Blvd W / Twenty Fourth St,,43.597082,-79.522768,4
Adriano's Pizza,3329 Lake Shore Boulevard W,4.0,21.0,43.596199,-79.5250626,Lake Shore Blvd W / Twenty Fourth St,,43.597082,-79.522768,4
Super Burger,3327 Lake Shore Boulevard W,4.0,25.0,43.59621,-79.52499,Lake Shore Blvd W / Twenty Fourth St,,43.597082,-79.522768,4
MAI MAI Restaurant,3266 Lake Shore Boulevard W,3.0,33.0,43.59709,-79.5232599,Lake Shore Blvd W / Twenty Fourth St,,43.597082,-79.522768,4
Ghazale,3180 Lake Shore Boulevard W,4.0,22.0,43.5981216,-79.5186996,Lake Shore Blvd W / Twenty Fourth St,,43.597082,-79.522768,4
Ducky's Roti,3296 Lakeshore Blvd W,3.5,25.0,43.5972,-79.52385,Lake Shore Blvd W / Twenty Fourth St,,43.597082,-79.522768,4
Pizzaiolo - The Pizza Maker's Pizza,3180 Lake Shore Blvd West,4.0,11.0,43.598196442438514,-79.51849874110445,Lake Shore Blvd W / Twenty Fourth St,,43.597082,-79.522768,4
Roll & Thai,3106 Lakeshore Boulevard W,3.5,19.0,43.5990632,-79.5136624,Lake Shore Blvd W / Twenty Fourth St,,43.597082,-79.522768,4
Sushi Momo,3226 Lake Shore Boulevard W,4.5,4.0,43.59741,-79.52151,Lake Shore Blvd W / Twenty Fourth St,,43.597082,-79.522768,4
Jodie's Restaurant,331 Horner Avenue,4.0,9.0,43.6053352355957,-79.5289154052734,Lake Shore Blvd W / Twenty Fourth St,,43.597082,-79.522768,4
Revolver Pizza,388 Royal York Road,4.5,39.0,43.61888,-79.4997,Windsor St / Newcastle St,,43.6171635,-79.4971065,11
Bua Thai Restaurant,743 The Queensway,4.0,94.0,43.62597,-79.50319,Windsor St / Newcastle St,,43.6171635,-79.4971065,11
Hina Sushi,769 the Queensway,4.0,76.0,43.62582,-79.504395,Windsor St / Newcastle St,,43.6171635,-79.4971065,11
Dino's Wood Burning Pizza,820 The Queensway,4.0,96.0,43.62532,-79.50831,Windsor St / Newcastle St,,43.6171635,-79.4971065,11
Pastucci's,759A The Queensway,4.0,34.0,43.62587619177217,-79.50401818375649,Windsor St / Newcastle St,,43.6171635,-79.4971065,11
Breakfast Room,384 Royal York Road,3.5,23.0,43.61875,-79.49968,Windsor St / Newcastle St,,43.6171635,-79.4971065,11
The Bread Essentials,406 Royal York Road,4.0,7.0,43.6197184222085,-79.5001294112387,Royal York Rd / Mimico Ave,,43.612063,-79.496573,11
TC Tibetan Momo,182 Royal York Road,4.0,3.0,43.611245767411305,-79.49640210717916,Royal York Rd / Mimico Ave,,43.612063,-79.496573,11
Thai Delight Restaurant,170 The Queensway,3.5,3.0,43.6368205780101,-79.4984436035156,Berry Rd / Bell Manor Dr,,43.63732,-79.489083,15
Kitchen On Sixth,2976 Lake Shore Boulevard W,4.5,47.0,43.6005867949987,-79.5068445875054,Humber College,,43.5961692,-79.5160575,13
The Sydney Grind,2883 Lake Shore Blvd W,4.5,32.0,43.6012000804753,-79.5037595966696,Humber College,,43.5961692,-79.5160575,13
Bombay On the Lake,3007 Lake Shore Boulevard W,3.5,45.0,43.59995,-79.50784,Humber College,,43.5961692,-79.5160575,13
Michael's West Indian Flavor,3067 Lake Shore Boulevard,4.0,15.0,43.5995201976321,-79.5102864871748,Humber College,,43.5961692,-79.5160575,13
Calabrese Pizza,3019 Lake Shore Boulevard W,3.5,38.0,43.6000383130872,-79.5085196569562,Humber College,,43.5961692,-79.5160575,13
Lakeshore Super Submarine,2939 Lake Shore Boulevard W,5.0,10.0,43.6005784,-79.5055159,Humber College,,43.5961692,-79.5160575,13
Caribbean Queen Roti Hut,2957 Lake Shore Boulevard W,3.5,30.0,43.60050611527229,-79.50582972883555,Humber College,,43.5961692,-79.5160575,13
Chadani Indian Cuisine,3466 Dundas Street W,4.5,22.0,43.66594551618708,-79.4874376000002,Priscilla  Ave / Dundas St W,,43.664665,-79.489385,10
Jumbo Burger,685 Runnymede Rd,4.0,57.0,43.66623,-79.48219,Priscilla  Ave / Dundas St W,,43.664665,-79.489385,10
Indilicious,3358 Dundas Street W,4.0,23.0,43.6657228136625,-79.4820073619485,Priscilla  Ave / Dundas St W,,43.664665,-79.489385,10
Bánh Cuon Thanh Trúc,2422 St Clair Ave W,3.5,36.0,43.6695,-79.48237,Priscilla  Ave / Dundas St W,,43.664665,-79.489385,10
Restaurante Las San Sivar Pupusería,2461 St Clair Avenue W,4.5,19.0,43.66886,-79.48329,Priscilla  Ave / Dundas St W,,43.664665,-79.489385,10
Salsa Venezuelan Street Food,341 Jane Streeet,4.5,12.0,43.65731,-79.48719,Priscilla  Ave / Dundas St W,,43.664665,-79.489385,10
Pho Saigon Bangkok Restaurant,2416 St Clair Avenue West,3.5,32.0,43.669529,-79.4822644,Priscilla  Ave / Dundas St W,,43.664665,-79.489385,10
Pegasus Bar & Grill,3466 Dundas Street W,4.0,10.0,43.66588,-79.48752,Priscilla  Ave / Dundas St W,,43.664665,-79.489385,10
Pho Now,2561 St Clair Ave W,3.5,15.0,43.6678453,-79.487964,Priscilla  Ave / Dundas St W,,43.664665,-79.489385,10
Martins Churrasqueira,2700 St Clair Avenue W,4.0,13.0,43.6665079966188,-79.497883,Priscilla  Ave / Dundas St W,,43.664665,-79.489385,10
Sicily Pizza,2438 St Clair Ave W,5.0,6.0,43.66939,-79.48285,Priscilla  Ave / Dundas St W,,43.664665,-79.489385,10
Burattino Brick Oven Pizza,3109 Dundas Street West,4.0,22.0,43.66525570736042,-79.4730838,Durie St / Dundas St W,,43.665523,-79.484892,21
The Stockyards Grind,2382 St. Clair Ave W,5.0,4.0,43.66986,-79.48069,St Clair Ave W / Castleton Ave,,43.668496,-79.485426,9
Coast Cafe Bar,23 St John's Rd,4.5,12.0,43.66522,-79.47411,St Clair Ave W / Castleton Ave,,43.668496,-79.485426,9
Zeal Burgers,1926 Weston Road,5.0,134.0,43.7002764,-79.5170776,Weston Lions Park,,43.698841,-79.519472,10
Parma Pizza,716 Scarlett Road,4.5,24.0,43.6955833,-79.5204697,Weston Lions Park,,43.698841,-79.519472,10
Caribbean Queen Jerk,2079 Lawrence Avenue W,4.5,14.0,43.6998073,-79.5169241,Weston Lions Park,,43.698841,-79.519472,10
Pizza Alps,1929 Weston Rd,3.5,14.0,43.70069,-79.5171699,Weston Lions Park,,43.698841,-79.519472,10
Mayflower Chinese Food,1500 Royal York Road,3.5,41.0,43.692615,-79.531818,Weston Lions Park,,43.698841,-79.519472,10
Gardenia House Chinese Food,712 Scarlett Rd,4.0,6.0,43.6955564,-79.5204451,Weston Lions Park,,43.698841,-79.519472,10
Bakery El Quetzal,2011 Lawrence Avenue W,4.0,7.0,43.7001904999128,-79.5111404957703,Weston Lions Park,,43.698841,-79.519472,10
2 Bros Cuisine,1500 Royal York Road,3.0,21.0,43.692807,-79.531877,Weston Lions Park,,43.698841,-79.519472,10
Kebab Pizza,2371 Weston Road,4.5,5.0,43.70653,-79.53179,Weston Lions Park,,43.698841,-79.519472,10
China China Express,2145 Weston Rd,3.5,4.0,43.702929,-79.5248284,Weston Lions Park,,43.698841,-79.519472,10
Fahmee Bakery,1971 Weston Road,5.0,1.0,43.7009585,-79.5186169,Weston Lions Park,,43.698841,-79.519472,10
Pizza Depot,2013 Lawrence Avenue W,2.5,7.0,43.7009712619229,-79.5109068134918,Weston Lions Park,,43.698841,-79.519472,10
Radio Station Cafe,381 Donlands Avenue,5.0,4.0,43.693464,-79.3424189,Cosburn Ave / Durant Ave,,43.6935477,-79.3301658,8
Rajkapuri's Paan & Snacks,377 Donlands Ave,4.0,7.0,43.693409,-79.3423964,Cosburn Ave / Durant Ave,,43.6935477,-79.3301658,8
Fish Palace Restaurant,1356 Weston Road,4.0,2.0,43.69032,-79.49931,Eglinton Ave W / Scarlett Rd,,43.6834703,-79.5108942,11
Jerk Jerks Seafood Grill,1366 Weston Road,4.0,1.0,43.6907598,-79.4995707,Eglinton Ave W / Scarlett Rd,,43.6834703,-79.5108942,11
Westwood Burger Place,1391 Weston Road,1.0,2.0,43.6918,-79.50143,Eglinton Ave W / Scarlett Rd,,43.6834703,-79.5108942,11
El Jefe De Pollo,45 Four Winds Drive,4.5,17.0,43.7632339,-79.4991241,The Pond Rd / Sentinel Rd,,43.7696262,-79.5025943,6
The Islands Caribbean Restaurant,4700 Keele Street,4.0,22.0,43.7738431817756,-79.5027602279867,The Pond Rd / Sentinel Rd,,43.7696262,-79.5025943,6
Break Room,York Student Centre,2.5,33.0,43.7740842365324,-79.5023810863495,The Pond Rd / Sentinel Rd,,43.7696262,-79.5025943,6
Tin Tin Congee Chinese Restaurant,4205 Keele Street,3.0,22.0,43.77398901446045,-79.4921583931057,The Pond Rd / Sentinel Rd,,43.7696262,-79.5025943,6
Osmow's,4205 Keele Street,3.0,25.0,43.77361,-79.4921,The Pond Rd / Sentinel Rd,,43.7696262,-79.5025943,6
Shopsy's Sports Grill,4700 Keele Street,2.5,28.0,43.7740782040504,-79.5023309079555,The Pond Rd / Sentinel Rd,,43.7696262,-79.5025943,6
Mac's Sushi,York U Student Centre,3.5,10.0,43.7742081,-79.4983331,The Pond Rd / Sentinel Rd,,43.7696262,-79.5025943,6
Berries & Blooms,4700 Keele Street,2.5,22.0,43.7744811807447,-79.5015973483711,The Pond Rd / Sentinel Rd,,43.7696262,-79.5025943,6
Cucina,4700 Keele Street,3.0,9.0,43.77412,-79.501752,The Pond Rd / Sentinel Rd,,43.7696262,-79.5025943,6
Indian Flavour Restaurant,4700 Keele Street,2.0,20.0,43.7741539595387,-79.5016729831696,The Pond Rd / Sentinel Rd,,43.7696262,-79.5025943,6
Hero Certified Burgers - York University,4700 Keele Street,3.0,12.0,43.77445,-79.501657,The Pond Rd / Sentinel Rd,,43.7696262,-79.5025943,6
Afro Spice,45 Four Winds Drive,5.0,2.0,43.7637617,-79.4992268,The Pond Rd / Sentinel Rd,,43.7696262,-79.5025943,6
Asia Hot Pot & Congee,1325 Finch Avenue W,3.0,12.0,43.76342004838688,-79.48987255276117,Sentinel Rd / Finch Hydro Corridor,,43.7641485,-79.5012809,14
Masala Cafe,59 Four Winds Drive.,3.0,8.0,43.7631541502572,-79.4988469406962,Sentinel Rd / Finch Hydro Corridor,,43.7641485,-79.5012809,14
Pho Lien Hung,1300 Finch Avenue W,4.0,6.0,43.76484,-79.48984,Sentinel Rd / Finch Hydro Corridor,,43.7641485,-79.5012809,14
Tender Shawarma & Grill,3893 Keele Street,3.0,10.0,43.7609375765095,-79.4896737858653,Sentinel Rd / Finch Hydro Corridor,,43.7641485,-79.5012809,14
Check In Corner,3930 Keele Street,3.5,6.0,43.7627628537164,-79.4913280382752,Sentinel Rd / Finch Hydro Corridor,,43.7641485,-79.5012809,14
Willy's Jerk,3889 Keele Street,3.0,9.0,43.7609,-79.48952,Sentinel Rd / Finch Hydro Corridor,,43.7641485,-79.5012809,14
Meltwich Food Co,105 The Pond Road,5.0,1.0,43.769602,-79.501904,Sentinel Rd / Finch Hydro Corridor,,43.7641485,-79.5012809,14
Amaya Express,95 The Pond Road,3.0,7.0,43.7704411143742,-79.4995222995147,Sentinel Rd / Finch Hydro Corridor,,43.7641485,-79.5012809,14
Falafel & Grill Express,1300 Finch Avenue W,4.0,2.0,43.76484,-79.48984,Sentinel Rd / Finch Hydro Corridor,,43.7641485,-79.5012809,14
Galito's Flame Grilled Chicken,95 The Pond Street,2.0,5.0,43.7702043136293,-79.5004861056805,Sentinel Rd / Finch Hydro Corridor,,43.7641485,-79.5012809,14
Nino D'aversa Bakery,1 Toro Road,3.5,46.0,43.759598,-79.488804,Finch West Subway Station,,43.76521,-79.491281,20
Don Franchesko,1048 Finch Avenue W,3.5,32.0,43.76797,-79.47186,Dufferin St / Finch Hydro Recreational Trail,,43.7724019,-79.4675395,4
Chicken Place,586 Champagne Drive,4.5,15.0,43.7644938,-79.4763179,Dufferin St / Finch Hydro Recreational Trail,,43.7724019,-79.4675395,4
Wraps & Jerk,1046 Finch Avenue,4.0,14.0,43.7677879333496,-79.4717178344727,Dufferin St / Finch Hydro Recreational Trail,,43.7724019,-79.4675395,4
Eisenbergs,4580 Dufferin St,4.5,6.0,43.76968,-79.46764,Dufferin St / Finch Hydro Recreational Trail,,43.7724019,-79.4675395,4
Mandarin Restaurant,1027 Finch Avenue W,3.0,52.0,43.76721510774773,-79.46955719748382,Dufferin St / Finch Hydro Recreational Trail,,43.7724019,-79.4675395,4
Elite Grande Restaurant & Banquet Hall,1126 Finch Avenue W,4.5,9.0,43.767812,-79.475871,Dufferin St / Finch Hydro Recreational Trail,,43.7724019,-79.4675395,4
St Louis Bar and Grill,4548 Dufferin Street,2.5,63.0,43.76787031,-79.46733889,Dufferin St / Finch Hydro Recreational Trail,,43.7724019,-79.4675395,4
Ocak Basi,4544 Dufferin Street,5.0,4.0,43.76614,-79.46773,Dufferin St / Finch Hydro Recreational Trail,,43.7724019,-79.4675395,4
Genatsvale Restaurant,1118 Finch Avenue West,3.5,14.0,43.7669531,-79.4760907,Dufferin St / Finch Hydro Recreational Trail,,43.7724019,-79.4675395,4
Soloway's Hot Dog Factory,917 Alness Street,4.5,3.0,43.78028014,-79.47530483,Dufferin St / Finch Hydro Recreational Trail,,43.7724019,-79.4675395,4
Euro Shawarma,1050 Finch Avenue  W,3.5,4.0,43.7683102600872,-79.4721971824765,Dufferin St / Finch Hydro Recreational Trail,,43.7724019,-79.4675395,4
KÖY EVI,1027 Finch Avenue W,3.5,4.0,43.76733,-79.46978,Dufferin St / Finch Hydro Recreational Trail,,43.7724019,-79.4675395,4
Amulet,4700 Dufferin Street,2.5,4.0,43.77549,-79.46952,Dufferin St / Finch Hydro Recreational Trail,,43.7724019,-79.4675395,4
George's Cafe,4800 Dufferin St,4.0,2.0,43.77819920728,-79.4699407741427,Dufferin St / Finch Hydro Recreational Trail,,43.7724019,-79.4675395,4
Fifth Avenue Eatery and Coffe House,4580 Dufferin Street,4.0,2.0,43.76968,-79.46764,Dufferin St / Finch Hydro Recreational Trail,,43.7724019,-79.4675395,4
Mitzuyan Kosher Catering,173 Dolomite Drive,4.5,2.0,43.7798755,-79.4741654,Dufferin St / Finch Hydro Recreational Trail,,43.7724019,-79.4675395,4
Pirosmani Restaurant,913 Alness Street,4.0,1.0,43.78013,-79.47552,Dufferin St / Finch Hydro Recreational Trail,,43.7724019,-79.4675395,4
Raj Mahal Indian Cuisine,1881 Steeles Avenue W,4.5,38.0,43.7873889,-79.4687563,G Ross Lord Park,,43.7781116,-79.467963,14
Good Morning Friends,5050 Dufferin Street,4.0,49.0,43.78318,-79.47121,G Ross Lord Park,,43.7781116,-79.467963,14
Fresh Burger,1881 Steeles Avenue West,4.5,31.0,43.7873889,-79.4687563,G Ross Lord Park,,43.7781116,-79.467963,14
Cora,1881 Steeles Ave W,3.5,65.0,43.7866979304264,-79.4685595723555,G Ross Lord Park,,43.7781116,-79.467963,14
PHO NON LA,1881 Steeles Avenue W,4.5,8.0,43.7873567,-79.4689617,G Ross Lord Park,,43.7781116,-79.467963,14
Bagel Nash,81 Gerry Fitzgerald Drive,3.5,20.0,43.78566,-79.4731,G Ross Lord Park,,43.7781116,-79.467963,14
Montana's BBQ & Bar,2011 Steeles Ave W,2.5,60.0,43.78657,-79.47169,G Ross Lord Park,,43.7781116,-79.467963,14
Pho Plus,1881 Steeles Avenue W,3.5,13.0,43.7863316604559,-79.4687866979413,G Ross Lord Park,,43.7781116,-79.467963,14
East Side Mario's,2171 Steeles Ave W,2.0,64.0,43.7856183349915,-79.4760492185059,G Ross Lord Park,,43.7781116,-79.467963,14
Iryewon,2215 Steeles Ave W,4.5,6.0,43.7851824861325,-79.4777268916368,G Ross Lord Park,,43.7781116,-79.467963,14
Extreme Pita,81 Gerry Fitzgerald Drive,3.5,8.0,43.7854423522949,-79.474006652832,G Ross Lord Park,,43.7781116,-79.467963,14
Wild Wing,2071 Steeles Avenue,2.0,26.0,43.7862701416016,-79.4735412597656,G Ross Lord Park,,43.7781116,-79.467963,14
Thairoomgrand,288 Eglinton Avenue W,5.0,20.0,43.7049801,-79.4077478,Elwood Blvd / Avenue Rd,,43.707049,-79.40966,0
Eggstatic,1568 Bayview Avenue,4.5,131.0,43.70549,-79.37534,Roehampton St / Bayview Ave,,43.711751,-79.378615,6
Pii Nong Thai,1677 Bayview Avenue,4.0,62.0,43.707555,-79.3756631,Roehampton St / Bayview Ave,,43.711751,-79.378615,6
Indian Street Food Company,1701 Bayview Avenue,3.5,88.0,43.7080399,-79.37575,Roehampton St / Bayview Ave,,43.711751,-79.378615,6
Darna,1613 Bayview Avenue,4.5,23.0,43.70652,-79.37515,Roehampton St / Bayview Ave,,43.711751,-79.378615,6
Granite Brewery & Restaurant,245 Eglinton Avenue E,3.5,137.0,43.7079593226491,-79.3897995162387,Roehampton St / Bayview Ave,,43.711751,-79.378615,6
McSorley's Wonderful Saloon & Grill,1544 Bayview Avenue,3.5,46.0,43.7047367,-79.3751209,Roehampton St / Bayview Ave,,43.711751,-79.378615,6
Yaowarat,557 Mt Pleasant Road,4.5,14.0,43.70308,-79.38773,Roehampton St / Bayview Ave,,43.711751,-79.378615,6
STACK,3265 Yonge Street,4.0,322.0,43.72929,-79.4029599,Teddington Park Ave,,43.732975,-79.40401,5
Shinobu Sushi,3403 Yonge Street,4.0,111.0,43.73262,-79.40387,Teddington Park Ave,,43.732975,-79.40401,5
Hazel's Diner,3401 Yonge Street,4.0,143.0,43.73262,-79.40375,Teddington Park Ave,,43.732975,-79.40401,5
A La Turk,3443 Yonge Street,4.5,56.0,43.73357,-79.40419,Teddington Park Ave,,43.732975,-79.40401,5
Yonge Sushi,3421 Yonge Street,3.5,107.0,43.7334567707902,-79.4042068719864,Teddington Park Ave,,43.732975,-79.40401,5
Urban Hakka,3305 Yonge Street,4.0,65.0,43.7301910395516,-79.4033391773701,Teddington Park Ave,,43.732975,-79.40401,5
The Monkey Bar,3353 Yonge Street,4.5,42.0,43.73149,-79.40346,Teddington Park Ave,,43.732975,-79.40401,5
For The Win Board Game Cafe & Bar,3216 Yonge Street,4.0,64.0,43.72871,-79.403146,Teddington Park Ave,,43.732975,-79.40401,5
Lime Asian Kitchen,3243 Yonge Street,4.0,75.0,43.7289535238791,-79.4030993401438,Teddington Park Ave,,43.732975,-79.40401,5
Maiz,3220 Yonge Street,3.5,80.0,43.7287691310403,-79.4035453721881,Teddington Park Ave,,43.732975,-79.40401,5
Joy Thai Restaurant,3192 Yonge Street,4.0,41.0,43.72796,-79.40321,Teddington Park Ave,,43.732975,-79.40401,5
Miller Tavern,3885 Yonge Street,3.5,160.0,43.7407705874296,-79.4057464599609,Teddington Park Ave,,43.732975,-79.40401,5
Saigon House,3393 Yonge St,4.0,20.0,43.73252,-79.40376,Teddington Park Ave,,43.732975,-79.40401,5
Piazzetta Trattoria,3441 Yonge Street,3.5,32.0,43.7335568,-79.4043843,Teddington Park Ave,,43.732975,-79.40401,5
Nostalgia Coffee Company,855 O'Connor Drive,4.0,23.0,43.7068179376811,-79.3116290867329,Woodbine Ave / O'Connor Dr,,43.699281,-79.318802,6
