restaurant_name,address,rating,review_count,reslatitude,reslongitude,bikeStationAddress,bikeStationDistance,latitude,longitude,freeBikes
Tim Hortons,637 Kingston Rd,6.4,0.0,,,Southwood Dr / Kingston Rd - SMART,4.0,43.678685,-79.297974,1
Pennies,127 Strachan Ave,8.1,0.0,,,Adelaide St W / Strachan Ave,5.0,43.64325309,-79.4123047,8
Cafe Cocoro,1989 Danforth Ave,0.0,0.0,,,108 East Lynn Avenue,10.0,43.6850809,-79.3149901,4
Famoso Neapolitan Pizzeria - Annex,386 Bloor St W,8.0,0.0,,,Dalton Rd / Bloor St W,12.0,43.6662942,-79.4066433,2
Forno Cultura,609 King St W,9.0,0.0,,,620 King Street West,12.0,43.644395,-79.4006543,15
Sam James Coffee Bar,297 Harbord St,8.4,0.0,,,Harbord St / Clinton St,14.0,43.660414,-79.415646,5
Piedmont Coffee Bar,66 Isabella St,8.1,0.0,,,Isabella St / Church St - SMART,14.0,43.66834,-79.38235,0
Le Select Bistro,432 Wellington St W,8.9,0.0,,,424 Wellington St W,15.0,43.643834,-79.396649,14
A&W Restaurant,8 Mercer St,8.2,0.0,,,John St / Mercer St - SMART,16.0,43.6461,-79.3895,11
Radical Road Brewing Co,1177 Queen St E,8.0,0.0,,,Queen St E / Rushbrooke Ave,16.0,43.6626628,-79.3323698,12
Panago Pizza Inc,188 Eglinton Ave E,7.4,0.0,,,Eglinton Ave W / Redpath Av,17.0,43.7078691,-79.39248,0
Loga's Corner,216C Close Ave,8.6,0.0,,,Queen St W / Close Ave,17.0,43.640634,-79.435841,22
Long Branch Fish & Chips,3260 Lake Shore Blvd W,0.0,0.0,,,Lake Shore Blvd W / Twenty Fourth St,17.0,43.597082,-79.522768,4
Sushi Supreme,1995 Yonge St,7.0,0.0,,,Glebe Rd / Yonge St,18.0,43.7005976,-79.397345,7
Cafe Neon,1024 Queen St W,8.7,0.0,,,Queen St W / Ossington Ave,18.0,43.643975,-79.419576,19
Reunion Island Coffee Bar,385 Roncesvalles Ave,8.0,0.0,,,Roncesvalles Ave / Marmaduke St,18.0,43.650492,-79.450842,11
The 3 Brewers,275 Yonge St,7.8,0.0,,,Toronto Eaton Centre (Yonge St),19.0,43.655431,-79.380653,12
Double Sushi Japanese Restaurant,2795 Danforth Ave,6.4,0.0,,,Trent Ave / Danforth Ave - SMART,20.0,43.689293,-79.295895,8
WVRST,609 King St W,8.5,0.0,,,620 King Street West,21.0,43.644395,-79.4006543,15
Aroma Espresso Bar,1110 Bay St,7.9,0.0,,,Bay St / Charles St W,21.0,43.668153,-79.38891,3
Coffee Island,925 Bay St,7.6,0.0,,,Bay St / Wellesley St W,22.0,43.664088,-79.387095,17
Lickadee Split Ice Cream Shoppe,980 Coxwell Ave,6.7,0.0,,,Coxwell Ave / Plains Rd,22.0,43.69595,-79.328535,12
Lahore Tikka House,1365 Gerrard St E,7.6,0.0,,,Highfield Rd / Gerrard St E,23.0,43.671771,-79.324961,17
Dolce Bakery,420 Summerhill Ave,0.0,0.0,,,Summerhill Ave / Maclennan Ave,24.0,43.685924,-79.376304,1
Imanishi Japanese Kitchen,1330 Dundas St W,9.2,0.0,,,Lisgar St / Dundas St SMART,24.0,43.6493472,-79.42668,3
Kami Sushi,153A Roncesvalles Ave,7.4,0.0,,,Garden Ave / Roncesvalles Ave,25.0,43.643769,-79.447915,17
Le Petit Dejeuner,191 King St E,8.0,0.0,,,George St / King St E,25.0,43.6509552,-79.3707,13
Filosophy Pastry and Espresso Bar,912 Bloor St W,8.3,0.0,,,Concord Ave / Bloor St W - SMART,25.0,43.66189,-79.42679,6
The Sushi Bar,3365 Yonge St,7.4,0.0,,,Yonge St / Golfdale Rd,25.0,43.732016,-79.403637,3
Hollywood Gelato,1640 Bayview Ave,8.2,0.0,,,Fleming Cres / Bayview Ave,25.0,43.707045,-79.375437,2
Storm Crow Manor,580 Church St,8.8,0.0,,,Dundonald St / Church St,25.0,43.66663,-79.38148,32
Pai Uptown,2335 Yonge St,7.9,0.0,,,Roehampton Ave / Yonge St,25.0,43.7083577,-79.398862,1
Cider House,391 Roncesvalles Ave,7.9,0.0,,,Roncesvalles Ave / Marmaduke St,25.0,43.650492,-79.450842,11
Dairy Freezer,1601 Saint Clair Ave W,7.4,0.0,,,St Clair Ave W / Caledonia Rd - SMART Vault,26.0,43.6754247,-79.4547813,8
Himalayan Java,2552 Yonge St,8.4,0.0,,,Briar Hill Ave / Yonge St - SMART,28.0,43.713524,-79.400162,6
El Charro,788 Broadview Ave,7.6,0.0,,,Broadview Ave / Danforth Ave,28.0,43.6772,-79.35858,0
Ryus Noodle Bar,786 Broadview Ave,7.4,0.0,,,Broadview Ave / Danforth Ave,28.0,43.6772,-79.35858,0
Jack Astor's,10 Dundas St E,7.8,0.0,,,Yonge St / Dundas Sq,29.0,43.655766,-79.3802,22
Okonomi House Restaurant,23 Charles St W,7.8,0.0,,,Charles St W / Balmuto St,29.0,43.668427,-79.38725,0
Pizza Pizza,2795 Danforth Ave,6.0,0.0,,,Trent Ave / Danforth Ave - SMART,31.0,43.689293,-79.295895,8
JOEY Eaton Centre,1 Dundas St W,8.1,0.0,,,Dundas St W / Yonge St,31.0,43.656094,-79.381484,14
Freshii,1055 Yonge St,7.3,0.0,,,Roxborough St W / Yonge St,31.0,43.678077,-79.390328,7
Louie - Craft Coffee,1187 King St W,8.0,0.0,,,King St W / Fraser Ave,32.0,43.6394444,-79.42527778,15
Knuckle Sandwich,969 Coxwell Ave,8.5,0.0,,,Coxwell Ave / Plains Rd,32.0,43.69595,-79.328535,12
Balzac's Coffee Roasters,43 Hanna Ave,7.6,0.0,,,Hanna Ave / Liberty St,32.0,43.6384009,-79.4197107,8
Snakes & Lattes College,489 College St,8.6,0.0,,,College St / Markham St,32.0,43.65638889,-79.40916667,1
Korean Village Restaurant,628 Bloor St W,8.0,0.0,,,Euclid Ave / Bloor St W,33.0,43.664467,-79.414783,0
Baro,485 King St W,8.2,0.0,,,522 King Street West,34.0,43.645102,-79.3974498,21
Fat Bastard Burrito Co,2400 Bloor St W,7.5,0.0,,,265 Armadale Ave,34.0,43.6501644,-79.4829691,25
Arvo Coffee,17 Gristmill Lane,9.1,0.0,,,Mill St / Parliament St,35.0,43.650256,-79.36163,13
Dominion Pub and Kitchen,500 Queen St E,8.0,0.0,,,Sumach St  / Queen St E,35.0,43.656638,-79.358749,10
L'Espresso Bar Mercurio,321 Bloor St W,8.4,0.0,,,St. George St / Bloor St W,35.0,43.667333,-79.399429,11
Zaza Espresso Bar,258 Beresford Ave,8.0,0.0,,,Neil McLellan Park - SMART,36.0,43.65143,-79.47779,10
Chotto Matte,161 Bay St,8.7,0.0,,,Front St W / Bay St (North Side),36.0,43.646162,-79.378912,11
California Roll,1634 Bayview Ave,5.7,0.0,,,Fleming Cres / Bayview Ave,36.0,43.707045,-79.375437,2
Danforth Pizza House,920 Danforth Ave,7.9,0.0,,,896 Danforth Avenue,36.0,43.680207,-79.339243,6
The Blake House,449 Jarvis St,8.0,0.0,,,Jarvis St / Maitland Pl,37.0,43.6647688,-79.3772602,1
Square-Boy Drive-In,875 Danforth Ave,8.4,0.0,,,896 Danforth Avenue,37.0,43.680207,-79.339243,6
Jatujak,1466 Kingston Rd,8.1,0.0,,,Kingston Rd / Warden Ave,37.0,43.68824136,-79.27046628,4
Steam Whistle Brewing,255 Bremner Blvd,9.0,0.0,,,Bremner Blvd / Rees St,37.0,43.641529,-79.386741,14
Mashu Mashu Mediterranean Grill,387 Spadina Rd,7.7,0.0,,,Lonsdale Rd / Spadina Rd,37.0,43.688526,-79.412903,1
Booyah Inc,16A Vaughan Rd,7.7,0.0,,,Hocken Ave./Vaughan Rd.,37.0,43.6817346,-79.4184725,1
Gold Standard,385 Roncesvalles Ave,7.7,0.0,,,Roncesvalles Ave / Marmaduke St,38.0,43.650492,-79.450842,11
Church Street Espresso,585 Church St,8.1,0.0,,,Isabella St / Church St - SMART,38.0,43.66834,-79.38235,0
Ikki Sushi Japanese and Cuisine,2328 Kingston Rd,7.3,0.0,,,2301 Kingston Rd,38.0,43.70643614,-79.25104443,7
Souk Tabule,494 Front St E,8.7,0.0,,,Front St E / Bayview Avenue,38.0,43.6535,-79.354068,18
Apt 200,1034 Queen St W,8.3,0.0,,,Queen St W / Ossington Ave,39.0,43.643975,-79.419576,19
Leña Restaurante,176 Yonge St,8.1,0.0,,,Richmond St E / Yonge St,39.0,43.651838,-79.378743,14
The Birchcliff,1666 Kingston Rd,8.5,0.0,,,Birchcliff Ave / Kingston Rd,39.0,43.691688,-79.265027,8
Pita Ikram,530 Oakwood Ave,0.0,0.0,,,Vaughan Rd / Oakwood Ave,39.0,43.6926825,-79.441042,13
Abbot Pub,3367 Yonge St,7.4,0.0,,,Yonge St / Golfdale Rd,40.0,43.732016,-79.403637,3
Firkin on the Bay,68 Marine Parade Dr,7.3,0.0,,,Humber Bay Shores Park / Marine Parade Dr,40.0,43.626265,-79.476723,26
Originals,1660 Bayview Ave,6.1,0.0,,,Fleming Cres / Bayview Ave,40.0,43.707045,-79.375437,2
Popeye's Louisiana Kitchen,1115 Bloor St W,8.6,0.0,,,"1101 Bloor Street West, Toronto",40.0,43.6602021,-79.4342726,0
Nimman Thai Cuisine,2451 Lake Shore Blvd W,7.6,0.0,,,Amos Waites Park,40.0,43.613606,-79.4883535,5
Constantine,15 Charles St E,7.8,0.0,,,20 Charles St E,41.0,43.6691099,-79.38551,0
The Groove Restaurant,1952 Danforth Ave,5.5,0.0,,,108 East Lynn Avenue,41.0,43.6850809,-79.3149901,4
Jerk King,1104 Bloor St W,8.6,0.0,,,"1101 Bloor Street West, Toronto",41.0,43.6602021,-79.4342726,0
Brett's Ice Cream,1698 Queen St W,7.7,0.0,,,Queen St. E / Eastern Ave,41.0,43.667208,-79.312315,11
Little Coxwell Restaurant,986 Coxwell Ave,7.2,0.0,,,Coxwell Ave / Plains Rd,42.0,43.69595,-79.328535,12
Tabule Restaurant,2009 Yonge St,7.7,0.0,,,Glebe Rd / Yonge St,42.0,43.7005976,-79.397345,7
Earl's Kitchen & Bar,150 King St W,8.0,0.0,,,King St W / York St,42.0,43.6480008,-79.383177,17
Terrazza,372 Harbord St,8.3,0.0,,,Roxton Rd / Harbord St,42.0,43.65905,-79.422988,0
Grillies,2632 Danforth Ave,6.1,0.0,,,Danforth Ave / Barrington Ave,43.0,43.688325,-79.300463,1
Bar Neon,1226 Bloor St W,7.7,0.0,,,Bloor St W / Brock Av,43.0,43.6589882,-79.438715,5
Black Eagle,457 Church St,8.1,0.0,,,Church St / Alexander St,43.0,43.663722,-79.380288,0
Falafel World,2396 Bloor St W,7.2,0.0,,,265 Armadale Ave,44.0,43.6501644,-79.4829691,25
The Burger's Priest,3397 Yonge St,7.7,0.0,,,Teddington Park Ave,44.0,43.732975,-79.40401,5
Local Liberty Village,171 E Liberty St,7.9,0.0,,,Hanna Ave / Liberty St,44.0,43.6384009,-79.4197107,8
Baka Gallery Cafe,2256 Bloor St W,8.1,0.0,,,Neil McLellan Park - SMART,45.0,43.65143,-79.47779,10
The Tampered Press,256 Crawford St,8.5,0.0,,,Dundas St W / Crawford St,46.0,43.649722,-79.416944,10
Aroma Expresso Bar,383B Spadina Rd,8.1,0.0,,,Lonsdale Rd / Spadina Rd,46.0,43.688526,-79.412903,1
The Rec Room,255 Bremner Blvd,8.0,0.0,,,Bremner Blvd / Rees St,46.0,43.641529,-79.386741,14
Doo Roo Ae,659 Bloor St W,7.8,0.0,,,Bloor St W / Manning Ave,47.0,43.663912,-79.416124,0
La Cubana,392 Roncesvalles Ave,8.7,0.0,,,Roncesvalles Ave / Marmaduke St,47.0,43.650492,-79.450842,11
Stock T.C,2388 Yonge St,7.6,0.0,,,25 Montgomery Ave,47.0,43.7093201,-79.3996301,2
Neo Coffee Bar,161 Frederick St,9.0,0.0,,,Frederick St / King St E,47.0,43.651118,-79.369411,21
Handlebar,159 Augusta Ave,8.8,0.0,,,Augusta Ave / Dundas St W,48.0,43.652473,-79.401456,8
Bar Ape,283 Rushton Rd,9.1,0.0,,,Rushton Rd / St Clair Ave W - SMART,48.0,43.68114,-79.4277,0
Dundas & Carlaw,1173 Dundas St E,7.6,0.0,,,Carlaw Ave / Dundas St E,49.0,43.665076,-79.341509,14
Eataly,55 Bloor St W,8.5,0.0,,,1199 Bay St,49.0,43.66943,-79.38915,3
Mr Jerk,209 Wellesley St E,8.4,0.0,,,Sherbourne St / Wellesley St E,49.0,43.6673,-79.374,4
Subway,396 Spadina Rd,6.4,0.0,,,Lonsdale Rd / Spadina Rd,49.0,43.688526,-79.412903,1
Tokyo Sushi House,33 Saint Joseph St,8.1,0.0,,,St Joseph St / Bay St,50.0,43.6658804,-79.3876101,5
Dough Bakeshop,173 Danforth Ave,7.6,0.0,,,Danforth Ave / Ellerbeck St,50.0,43.677076,-79.35667,1
Carter's Ice Cream,3 Woodmount Ave,5.8,0.0,,,108 East Lynn Avenue,50.0,43.6850809,-79.3149901,4
Anne's Kitchen,35 Birchcliff Ave,0.0,0.0,,,Birchcliff Ave / Kingston Rd,51.0,43.691688,-79.265027,8
Factory Girl,193 Danforth Ave,7.2,0.0,,,Danforth Ave / Ellerbeck St,51.0,43.677076,-79.35667,1
BarChef,472 Queen St W,8.6,0.0,,,15 Denison Ave,51.0,43.6484201,-79.4005192,18
El Convento Rico,750 College St W,7.8,0.0,,,College St / Crawford St,51.0,43.655,-79.418889,6
The Rivoli,334 Queen St W,8.1,0.0,,,Queen St W / Spadina Ave,51.0,43.649147,-79.395504,9
Salad King,340 Yonge St,8.4,0.0,,,Gould St / Yonge St (Ryerson University),52.0,43.657424,-79.381019,14
Chipotle Mexican Grill,2323 Yonge St,7.5,0.0,,,Roehampton Ave / Yonge St,52.0,43.7083577,-79.398862,1
Shoeless Joe's Sports Grill - Stockyards,1980 Saint Clair Ave W,7.2,0.0,,,St Clair Ave W / Gunns Rd,52.0,43.672079,-79.470171,12
Duckworth's Fish & Chips,2638 Danforth Ave,7.6,0.0,,,Danforth Ave / Barrington Ave,53.0,43.688325,-79.300463,1
Banh Mi Nguyen Huong,322 Spadina Ave,9.1,0.0,,,D'Arcy St / Spadina Ave - SMART,53.0,43.654074,-79.398115,12
Green Earth Vegetarian Cuisine,385 Broadview Ave,7.6,0.0,,,Gerrard St E / Broadview,54.0,43.665656,-79.352055,10
Pizza Hut,985 Coxwell Ave,6.3,0.0,,,Coxwell Ave / Plains Rd,54.0,43.69595,-79.328535,12
BeaverTails,145 Queen's Quay W,8.5,0.0,,,York St / Queens Quay W,54.0,43.640132,-79.380464,45
Castro's Lounge,2116 E Queen St E,7.0,0.0,,,Queen St E / Hammersmith Ave,55.0,43.671349,-79.29451,8
The Commoner,2067 Dundas St W,7.5,0.0,,,Howard Park Ave / Dundas St W,55.0,43.6521,-79.4486,7
Krazy Roll,84 Marine Parade Dr,8.0,0.0,,,Humber Bay Shores Park / Marine Parade Dr,56.0,43.626265,-79.476723,26
Impact Kitchen,444 Adelaide St W,8.3,0.0,,,Adelaide St W / Brant St,56.0,43.6462574,-79.3973381,15
Tzatziki,873 Pape Ave,7.0,0.0,,,Fulton Ave / Pape Ave,56.0,43.68395,-79.347046,9
ViVetha Bistro - Queen St. E.,2485 Queen St E,8.9,0.0,,,Queen St E / Nursewood Rd (Neville Park Loop),57.0,43.673831,-79.281455,7
Madison Avenue Pub,14 Madison Ave,7.9,0.0,,,11 SPADINA RD,57.0,43.6677246,-79.4041365,0
Hodo Kwaja,656 Bloor St W,8.6,0.0,,,Bloor St W / Manning Ave,57.0,43.663912,-79.416124,0
Cibo Wine Bar,2472 Yonge St,8.9,0.0,,,Erskine Ave / Yonge St SMART,57.0,43.7112153,-79.39894,5
Rooster Coffee House,343 King St E,8.6,0.0,,,King St E / Ontario St.,57.0,43.651885,-79.3649,12
Planta,1221 Bay St,8.2,0.0,,,Cumberland Ave / Bay St SMART,57.0,43.6704537,-79.39014,5
Veloute Bistro & Catering,2343 Queen St E,7.8,0.0,,,Queen St. E / Spruce Hill Rd.,57.0,43.672571,-79.289,6
Rustic Cosmo Cafe,1278 Queen St W,7.8,0.0,,,1266 Queen St W,58.0,43.6424558,-79.4296346,11
Bar Piquette,1084 Queen St W,8.1,0.0,,,Queen St W / Dovercourt Rd,59.0,43.6438602,-79.4227573,4
Otto's Bierhalle,1087 Queen St W,8.8,0.0,,,Queen St W / Dovercourt Rd,59.0,43.6438602,-79.4227573,4
Goat Coffee Co,893 Pape Ave,7.2,0.0,,,Fulton Ave / Pape Ave,60.0,43.68395,-79.347046,9
La Bohème Café Patisserie,2481 Yonge St,7.3,0.0,,,Erskine Ave / Yonge St SMART,60.0,43.7112153,-79.39894,5
Dutch Dreams Icecream Parlor Toronto,36 Vaughan Rd,7.7,0.0,,,Hocken Ave./Vaughan Rd.,60.0,43.6817346,-79.4184725,1
New Sky Restaurant,353 Spadina Ave,8.8,0.0,,,Baldwin Ave / Spadina Ave,60.0,43.654905,-79.398448,15
Basil Box,105 the Pond Rd,0.0,0.0,,,The Pond Rd / Sentinel Rd,60.0,43.7696262,-79.5025943,6
Relish Bar & Grill,2152 Danforth Ave,7.7,0.0,,,Woodbine Subway Green P (SMART),61.0,43.686829,-79.311073,5
Tenoch,933 Saint Clair Ave W,7.2,0.0,,,St Clair Ave W / Robina Ave - SMART Vault,62.0,43.68005,-79.43469,9
Salad House,13 Hayden St,8.0,0.0,,,20 Charles St E,62.0,43.6691099,-79.38551,0
Baitul Muqadus,2584 Danforth Ave,0.0,0.0,,,Danforth Ave / Barrington Ave,62.0,43.688325,-79.300463,1
Sugo,1281 Bloor St W,8.4,0.0,,,Lansdowne Ave / Wade Ave,63.0,43.6587734,-79.443054,15
Home Baking Co,1242 Bloor St W,9.0,0.0,,,Emerson Ave / Bloor St W,63.0,43.6586525,-79.440502,3
Riz,1677 Bayview Ave,8.7,0.0,,,Fleming Cres / Bayview Ave,65.0,43.707045,-79.375437,2
Bukhara Grill,2241A Bloor St W,7.0,0.0,,,Neil McLellan Park - SMART,65.0,43.65143,-79.47779,10
Taste of Shawarma,530 Oakwood Ave,0.0,0.0,,,Vaughan Rd / Oakwood Ave,65.0,43.6926825,-79.441042,13
The 3 Speed,1163 Bloor St W,9.0,0.0,,,Bloor St W / Brock Av,65.0,43.6589882,-79.438715,5
Henderson Brewing Co,128A Sterling Rd,8.3,0.0,,,128 Sterling Ave - SMART,66.0,43.654004,-79.444792,14
Pizzeria Libretto,155 University Ave,8.6,0.0,,,University Ave / King St W,66.0,43.6477785,-79.3847928,15
Maple Leaf Dairy,2861 Danforth Ave,8.7,0.0,,,Luttrell Ave / Danforth Ave,67.0,43.6897656,-79.2939525,4
Birds and Beans Cafe,2415B Lake Shore Blvd Wes,8.6,0.0,,,Amos Waites Park,68.0,43.613606,-79.4883535,5
Randy's Roti & Doubles,876 Yonge St,7.9,0.0,,,Yonge St / Yorkville Ave,68.0,43.671944,-79.387778,1
Zane Patisserie,1852 Queen St E,7.2,0.0,,,Queen St E and Joseph Duggan Rd - SMART Vault,68.0,43.6677628,-79.3081171,12
Bombay Chowpatty,1386 Gerrard St E,7.2,0.0,,,Highfield Rd / Gerrard St E,69.0,43.671771,-79.324961,17
Ono Poke Bar,100 Western Battery Rd,8.3,0.0,,,Lynn Williams St / East Liberty St,69.0,43.638925,-79.4168659,11
Soho House,192 Adelaide St W,8.7,0.0,,,Simcoe St / Adelaide St W,69.0,43.6481303,-79.38632,20
Burger King,3003 Danforth Ave,5.3,0.0,,,Victoria Park Ave / Danforth Ave,69.0,43.691468,-79.288619,2
The Chocolateria,361 Roncesvalles Ave,8.6,0.0,,,Roncesvalles Ave / Marmaduke St,70.0,43.650492,-79.450842,11
Hokkaido Ramen Santouka,91 Dundas St E,8.5,0.0,,,Church St / Dundas St E,70.0,43.657024,-79.377257,5
Balzac's Coffee,789 Yonge St,7.9,0.0,,,Yonge St / Yorkville Ave,70.0,43.671944,-79.387778,1
McDonald's,2480 Gerrard St E,5.6,0.0,,,Gerrard St E / Victoria Park Ave,70.0,43.686962,-79.286864,1
Shangrila,1600 Queen St W,8.1,0.0,,,85 Beaty Avenue,71.0,43.6393107,-79.4408141,16
Avenue Cafe,72 Pk Lawn Rd,7.4,0.0,,,36A Park Lawn Road,71.0,43.6236917,-79.4838132,4
Te Aro,983 Queen St E,8.9,0.0,,,Queen St E / Pape Ave,71.0,43.661673,-79.337789,4
Gusto 101,101 Portland St,8.8,0.0,,,620 King Street West,72.0,43.644395,-79.4006543,15
Simply Thai Cuisine,2253 Bloor St W,7.6,0.0,,,Neil McLellan Park - SMART,73.0,43.65143,-79.47779,10
City Betty,1352 Danforth Ave,7.6,0.0,,,Danforth Ave / Lamb Ave,73.0,43.681991,-79.329455,3
Touti Gelati and Cafe,550 Queens Quay W,8.1,0.0,,,Queens Quay W / Dan Leckie Way,73.0,43.636533,-79.395854,25
Mike's Place Fish & Chips,2162 Danforth Ave,0.0,0.0,,,101 cedarvale Ave,73.0,43.6868681,-79.3110942,0
Boxcar Social,1208 Yonge St,8.7,0.0,,,Summerhill Station,74.0,43.681944,-79.390556,2
Gingerman Restaurant,1104 Victoria Park Ave,7.8,0.0,,,Victoria Park Ave / Dawes Rd - SMART Vault,74.0,43.707212,-79.2952873,7
Drom Taberna,458 Queen St W,8.8,0.0,,,15 Denison Ave,74.0,43.6484201,-79.4005192,18
Enoteca Sociale,1288 Dundas St W,8.7,0.0,,,Lisgar St / Dundas St SMART,74.0,43.6493472,-79.42668,3
Genesis New Years Eve,11 Polson St,0.0,0.0,,,Polson Pier,74.0,43.641675,-79.354006,11
Miku,10 Bay St,8.8,0.0,,,Bay St / Queens Quay W (Ferry Terminal),74.0,43.640978,-79.376785,20
Woody's,467 Church St,8.1,0.0,,,Church St / Alexander St,74.0,43.663722,-79.380288,0
De Mello Palheta Coffee Roasters,2489 Yonge St,8.5,0.0,,,Erskine Ave / Yonge St SMART,74.0,43.7112153,-79.39894,5
The Caribbean Queen of Patties,1279 Bloor St W,8.6,0.0,,,Lansdowne Ave / Wade Ave,75.0,43.6587734,-79.443054,15
Cacao 70,28 Gristmill Lane,8.5,0.0,,,Mill St / Parliament St,75.0,43.650256,-79.36163,13
Hannah's Cafe and Bistro,1822 Bloor St W,8.0,0.0,,,3 Pacific Avenue,75.0,43.6541245,-79.4636388,6
Maurya East Indian Roti,2481 Lake Shore Blvd W,6.1,0.0,,,Amos Waites Park,75.0,43.613606,-79.4883535,5
Shakey's Original Bar and Grill,2255W Bloor St W,7.3,0.0,,,Neil McLellan Park - SMART,75.0,43.65143,-79.47779,10
Shoushin,3328 Yonge St,7.5,0.0,,,Yonge St / Golfdale Rd,75.0,43.732016,-79.403637,3
Wazema Ethiopian Restaurant,1360 Danforth Ave,7.3,0.0,,,Danforth Ave / Lamb Ave,76.0,43.681991,-79.329455,3
A la Turk,3443 Yonge St,7.1,0.0,,,Teddington Park Ave,76.0,43.732975,-79.40401,5
Ha Gow Dim Sum House,988 Danforth Ave,7.1,0.0,,,Donlands Station,76.0,43.681114,-79.3373885,3
Terroni,1095 Yonge St,8.6,0.0,,,1126 Yonge Street,77.0,43.6791876,-79.390719,0
E11Even,15 York St,8.2,0.0,,,York St / Lakeshore St W - South,78.0,43.641952,-79.380723,13
Buk Chang Dong Soon Tofu,691 Bloor St W,8.4,0.0,,,Bloor St W / Manning Ave,78.0,43.663912,-79.416124,0
Sushi Place,1730 Bloor St W,7.2,0.0,,,Parkside Dr / Bloor St W,79.0,43.654501,-79.460053,9
Mad Mexican,405 Jane St,7.4,0.0,,,Annette St / Jane St,79.0,43.658574,-79.487246,6
Gyubee Japanese Grill,157 Dundas St W,8.4,0.0,,,Elizabeth St / Edward St (Bus Terminal),79.0,43.656026,-79.385327,11
Hot Oven Bakery,2974 Bloor St W,6.6,0.0,,,9 Willingdon Blvd,80.0,43.64839,-79.51008,14
Red Cranberries Restaurant,601 Parliament St,8.7,0.0,,,280 Wellesley Street East,81.0,43.6682342,-79.3702641,1
Queen's Pasta Café,2263 Bloor St W,7.9,0.0,,,Neil McLellan Park - SMART,81.0,43.65143,-79.47779,10
KFC,2296 Eglinton Ave W,5.8,0.0,,,2343 Eglinton Ave W,81.0,43.6926325,-79.4627536,8
Ed's Real Scoop,2224 Queen St E,8.6,0.0,,,Queen St. E / Spruce Hill Rd.,81.0,43.672571,-79.289,6
La Bella Managua,872 Bloor St W,9.2,0.0,,,Ossington Ave / Bloor St W,82.0,43.661705,-79.425734,0
The Abbott,99 Spencer Ave,7.6,0.0,,,King St W / Cowan Ave,82.0,43.637922,-79.431734,3
Northwood,815 Bloor St W,8.5,0.0,,,Bloor St W / Shaw Ave,82.0,43.662403,-79.423098,1
Parisco Cafe,215 Fort York Blvd,7.8,0.0,,,7972 Remembrance Drive,82.0,43.635495,-79.4035221,18
Pearl Sushi,2391B Lake Shore Blvd W,8.1,0.0,,,Superior Ave / Lake Shore Blvd W,82.0,43.6146692,-79.4873148,12
Domino's Pizza,2269 Kingston Rd,0.0,0.0,,,2301 Kingston Rd,82.0,43.70643614,-79.25104443,7
Red Rocket Coffee,1364 Danforth Ave,8.6,0.0,,,Danforth Ave / Lamb Ave,83.0,43.681991,-79.329455,3
Milkcow Cafe,2651 Yonge St,7.0,0.0,,,Blythwood Rd / Yonge St - SMART,83.0,43.716652,-79.399993,7
Hasting Snack Bar,5 Hastings Ave,8.5,0.0,,,Queen St E / Alton Av,84.0,43.663912,-79.327987,18
Beer Bistro,18 King St E,8.9,0.0,,,King St E / Victoria St,84.0,43.6495789,-79.3762096,19
Piano Piano,88 Harbord St,8.2,0.0,,,Spadina Ave / Harbord St,84.0,43.6629228,-79.4018451,1
Cucinetta,4700 Keele St,0.0,0.0,,,York University Station,84.0,43.7741,-79.5005,5
Banh Mi Boys,399 Yonge St,8.7,0.0,,,College Park South,85.0,43.659777,-79.382767,17
Eden Trattoria,58 Marine Parade Dr,6.9,0.0,,,Humber Bay Shores Park / Marine Parade Dr,85.0,43.626265,-79.476723,26
District 28 Bar Bistro,28 Logan Ave,8.0,0.0,,,25 BOOTH AVE,85.0,43.6544839,-79.341057,19
T-Buds,3343 Yonge St,8.2,0.0,,,Yonge St / Golfdale Rd,85.0,43.732016,-79.403637,3
Soma Chocolatemaker,32 Tank House Lane,8.7,0.0,,,Cherry St / Mill St,86.0,43.6513927,-79.3579466,5
Swiss Chalet Rotisserie & Grill,949 Eglinton Ave W,0.0,0.0,,,Chiltern Hill Rd / Eglinton Ave W,86.0,43.7004017,-79.4275305,2
Five Doors North,2088 Yonge St,8.6,0.0,,,Hillsdale Ave W / Yonge St,86.0,43.7029672,-79.3979073,14
Medieval Times Dinner & Tournament,10 Dufferin St,8.0,0.0,,,Dufferin Gate,86.0,43.633473,-79.425679,16
Allen's,143 Danforth Ave,8.7,0.0,,,Danforth Ave / Ellerbeck St,86.0,43.677076,-79.35667,1
Cluny Bistro,35 Tank House Lane,8.9,0.0,,,Cherry St / Distillery Ln,87.0,43.650279,-79.356832,9
Fet Zun,252 Dupont St,7.6,0.0,,,Macpherson Ave / Spadina Rd,87.0,43.675791,-79.40698,3
Godspeed Brewery,242 Coxwell Ave,8.1,0.0,,,Eastwood Rd / Coxwell Ave,87.0,43.673118,-79.318651,13
Albatros Pub,3057 Lake Shore Blvd W,7.2,0.0,,,Twelfth St / Thirteenth St,87.0,43.6002896,-79.5108692,14
The Only Cafe,972 Danforth Ave,8.2,0.0,,,Donlands Station,88.0,43.681114,-79.3373885,3
Chew Chew's Diner,186 Carlton St,8.0,0.0,,,Sherbourne St / Carlton St (Allan Gardens),88.0,43.663102,-79.373181,1
