restaurant_name,address,rating,bikeStationAddress,bikeStationDistance
Tabule Restaurant,2009 Yonge St,7.7,80 Oriole Parkway,754
Tabule Restaurant,2009 Yonge St,7.7,80 Oriole Parkway,754
Sushi Supreme,1995 Yonge St,7.0,80 Oriole Parkway,719
Sushi Supreme,1995 Yonge St,7.0,80 Oriole Parkway,719
Flaming Stove,21 Davisville Ave,6.8,80 Oriole Parkway,629
Flaming Stove,21 Davisville Ave,6.8,80 Oriole Parkway,629
Good Earth Coffeehouse,333 Banff Ave Banff Ave,7.7,80 Oriole Parkway,2810668
Subway,1910 Yonge St,6.1,80 Oriole Parkway,571
Hokkaido Ramen Santouka,2057 Yonge St,6.3,80 Oriole Parkway,861
Budapest Restaurant,1959 Gerrard St E,8.2,108 East Lynn Avenue,604
Patisserie la Cigogne,1419 Danforth Ave,7.4,108 East Lynn Avenue,1007
Firkin on Danforth,2057 Danforth Ave,6.2,108 East Lynn Avenue,136
Carter's Ice Cream,3 Woodmount Ave,5.8,108 East Lynn Avenue,50
Subway,1568 Danforth Ave,6.5,108 East Lynn Avenue,735
Retro Burger,1684 Danforth Ave,6.3,108 East Lynn Avenue,538
Cafe Cocoro,1989 Danforth Ave,0.0,108 East Lynn Avenue,10
The Groove Restaurant,1952 Danforth Ave,5.5,108 East Lynn Avenue,41
Square-Boy Drive-In,875 Danforth Ave,8.4,840 Danforth Ave,83
Athens Restaurant,707 Danforth Ave,8.4,840 Danforth Ave,266
The Only Cafe,972 Danforth Ave,8.2,840 Danforth Ave,218
Danforth Pizza House,920 Danforth Ave,7.9,840 Danforth Ave,143
Alexandros Take-Out,484 Danforth Ave,8.7,840 Danforth Ave,741
Alexandros Take-Out,484 Danforth Ave,8.7,840 Danforth Ave,741
Mezes,456 Danforth Ave,8.7,840 Danforth Ave,806
Messini Authentic Gyros,445 Danforth Ave,8.0,840 Danforth Ave,837
Louis Cifer Brew Works,417 Danforth Ave,8.1,840 Danforth Ave,902
Ha Gow Dim Sum House,988 Danforth Ave,7.1,840 Danforth Ave,243
Ha Gow Dim Sum House,988 Danforth Ave,7.1,840 Danforth Ave,243
Subway,1265 Military Trail,6.5,1295-1307 Military Trail,194
Tim Hortons,1265 Military Trail,5.9,1295-1307 Military Trail,154
KFC,1265 Military Trail,0.0,1295-1307 Military Trail,152
Hero Certified Burgers,Center 1265 Military Trail,0.0,1295-1307 Military Trail,184
Tim Hortons,875 Morningside Ave,6.3,1295-1307 Military Trail,996
A&W Restaurant,3100 Ellesmere Rd,0.0,1295-1307 Military Trail,763
A&W Restaurant,3100 Ellesmere Rd,0.0,1295-1307 Military Trail,763
The Rex's Den,1265 Military Trail,0.0,1295-1307 Military Trail,128
Ara Mark Canada Ltd,1265 Military Trail,0.0,1295-1307 Military Trail,283
Tim Hortons,755 Morningside Ave,0.0,1295-1307 Military Trail,713
Arvo Coffee,17 Gristmill Lane,9.1,Lake Shore Blvd E / Parliament St,622
Bellissimo Pizzaria & Ristorante,164 the Esplanade,8.5,Lake Shore Blvd E / Parliament St,482
Neo Coffee Bar,161 Frederick St,9.0,Lake Shore Blvd E / Parliament St,693
The Black Canary Espresso Bar,61 Sherbourne St,9.0,Lake Shore Blvd E / Parliament St,790
Cacao 70,28 Gristmill Lane,8.5,Lake Shore Blvd E / Parliament St,663
Rooster Coffee House,343 King St E,8.6,Lake Shore Blvd E / Parliament St,752
Cluny Bistro,35 Tank House Lane,8.9,Lake Shore Blvd E / Parliament St,854
Cluny Bistro,35 Tank House Lane,8.9,Lake Shore Blvd E / Parliament St,854
Archeo Trattoria,55 Mill St,8.7,Lake Shore Blvd E / Parliament St,778
Sukho Thai,52 Wellington St E,8.7,Lake Shore Blvd E / Parliament St,827
The Keg Steakhouse + Bar,26 the Esplanade,8.5,Lake Shore Blvd E / Parliament St,776
Cluny Bistro,35 Tank House Lane,8.9,324 Cherry St,326
Cluny Bistro,35 Tank House Lane,8.9,324 Cherry St,326
Soma Chocolatemaker,32 Tank House Lane,8.7,324 Cherry St,346
Archeo Trattoria,55 Mill St,8.7,324 Cherry St,426
Arvo Coffee,17 Gristmill Lane,9.1,324 Cherry St,530
Balzac's Coffee Roastery,55 Mill St,8.4,324 Cherry St,354
Mill Street Brew Pub,21 Tank House Lane,8.3,324 Cherry St,346
Cacao 70,28 Gristmill Lane,8.5,324 Cherry St,481
El Catrin Destileria,18 Tank House Lane,8.2,324 Cherry St,390
El Catrin Destileria,18 Tank House Lane,8.2,324 Cherry St,390
El Catrin Destileria,18 Tank House Lane,8.2,324 Cherry St,390
Souk Tabule,494 Front St E,8.7,324 Cherry St,610
The Library Specialty Coffee,281 Dundas St W,8.7,117 Elm Street,330
Gyubee Japanese Grill,157 Dundas St W,8.4,117 Elm Street,255
Gallery Sushi,275 Dundas St W,8.3,117 Elm Street,309
Tim Hortons,70 Gerrard St W,8.3,117 Elm Street,325
Banh Mi Boys,399 Yonge St,8.7,117 Elm Street,572
Banh Mi Boys,399 Yonge St,8.7,117 Elm Street,572
Banh Mi Boys,399 Yonge St,8.7,117 Elm Street,572
Salad King,340 Yonge St,8.4,117 Elm Street,516
Salad King,340 Yonge St,8.4,117 Elm Street,516
GB Hand-Pulled Noodles,66 Edward St,8.0,117 Elm Street,323
HotBlack Coffee,245 Queen St W,8.7,117 Elm Street,671
JaBistro,222 Richmond St W,8.7,117 Elm Street,743
Tim Hortons,70 Gerrard St W,8.3,Walton St / Elizabeth St,125
Banh Mi Boys,399 Yonge St,8.7,Walton St / Elizabeth St,386
Banh Mi Boys,399 Yonge St,8.7,Walton St / Elizabeth St,386
Banh Mi Boys,399 Yonge St,8.7,Walton St / Elizabeth St,386
Gyubee Japanese Grill,157 Dundas St W,8.4,Walton St / Elizabeth St,295
Salad King,340 Yonge St,8.4,Walton St / Elizabeth St,378
Salad King,340 Yonge St,8.4,Walton St / Elizabeth St,378
GB Hand-Pulled Noodles,66 Edward St,8.0,Walton St / Elizabeth St,256
Nando's Peri-Peri,832 Bay St,8.3,Walton St / Elizabeth St,432
JOEY Eaton Centre,1 Dundas St W,8.1,Walton St / Elizabeth St,405
Gallery Sushi,275 Dundas St W,8.3,Walton St / Elizabeth St,509
Kyoto Katsugyu,134 Dundas St E,9.1,Walton St / Elizabeth St,828
Pizza Pizza,5500 Lawrence Ave E,6.3,Waterfront Trail (Rouge Hill),486
Mr Beans Coffee Co,5550 Lawrence Ave E,6.2,Waterfront Trail (Rouge Hill),512
Azumi Teppanyaki and Sushi,5516 Lawrence Ave E,0.0,Waterfront Trail (Rouge Hill),566
Patty Stop,5506 Lawrence Ave E,0.0,Waterfront Trail (Rouge Hill),572
Popeye's Louisiana Kitchen,5500 Lawrence Ave E,0.0,Waterfront Trail (Rouge Hill),581
Panda Express,80 Weston Rd,7.7,St Clair Ave W / Gunns Rd,212
Panda Express,80 Weston Rd,7.7,St Clair Ave W / Gunns Rd,212
Panda Express,80 Weston Rd,7.7,St Clair Ave W / Gunns Rd,212
Icecream Junction,3103 Dundas St W,8.5,St Clair Ave W / Gunns Rd,763
Junction Craft Brewing,150 Symes Rd,8.1,St Clair Ave W / Gunns Rd,674
The Hole in the Wall,2867A Dundas St W,8.4,St Clair Ave W / Gunns Rd,856
Shoeless Joe's Sports Grill - Stockyards,1980 Saint Clair Ave W,7.2,St Clair Ave W / Gunns Rd,52
Isaan Der,2961 Dundas St W,8.1,St Clair Ave W / Gunns Rd,770
Playa Cabana Cantina,2883 Dundas St W,8.0,St Clair Ave W / Gunns Rd,838
Playa Cabana Cantina,2883 Dundas St W,8.0,St Clair Ave W / Gunns Rd,838
Playa Cabana Cantina,2883 Dundas St W,8.0,St Clair Ave W / Gunns Rd,838
Danish Pastry Shop,1017 Pape Ave,7.6,Pape Ave / Gamble Ave,264
Ritz Restaurant,310 Donlands Ave,7.8,Pape Ave / Gamble Ave,667
Select Bakery,405 Donlands Ave,7.6,Pape Ave / Gamble Ave,729
The Greek Grill,128 O'Connor Dr,7.2,Pape Ave / Gamble Ave,365
The Greek Grill,128 O'Connor Dr,7.2,Pape Ave / Gamble Ave,365
The O'Connor Station,158 O'Connor Dr,7.0,Pape Ave / Gamble Ave,361
Goat Coffee Co,893 Pape Ave,7.2,Pape Ave / Gamble Ave,692
Subway,1016 1/2 Pape Ave,6.6,Pape Ave / Gamble Ave,171
Tzatziki,873 Pape Ave,7.0,Pape Ave / Gamble Ave,793
Burger King,1068 Pape Ave,5.9,Pape Ave / Gamble Ave,95
Granite Brewery,245 Eglinton Ave E,8.2,Roehampton Ave / Mount Pleasant Rd - SMART,196
XO Gelato,647A Mount Pleasant Rd,8.8,Roehampton Ave / Mount Pleasant Rd - SMART,515
Thobors Boulangerie Patisserie Café,627 Mount Pleasant Rd,8.9,Roehampton Ave / Mount Pleasant Rd - SMART,588
Cibo Wine Bar,2472 Yonge St,8.9,Roehampton Ave / Mount Pleasant Rd - SMART,695
Fresh,101 Eglinton Ave E,8.1,Roehampton Ave / Mount Pleasant Rd - SMART,413
De Mello Palheta Coffee Roasters,2489 Yonge St,8.5,Roehampton Ave / Mount Pleasant Rd - SMART,695
La Carnita,130 Eglinton Ave E,7.7,Roehampton Ave / Mount Pleasant Rd - SMART,326
Panago Pizza Inc,188 Eglinton Ave E,7.4,Roehampton Ave / Mount Pleasant Rd - SMART,176
Five Doors North,2088 Yonge St,8.6,Roehampton Ave / Mount Pleasant Rd - SMART,938
La Vecchia Ristorante,2405A Yonge St,8.0,Roehampton Ave / Mount Pleasant Rd - SMART,623
Sabai Sabai Kitchen and Bar,81 Bloor St E,8.6,Church St / Bloor St E,176
Sabai Sabai Kitchen and Bar,81 Bloor St E,8.6,Church St / Bloor St E,176
Rooster Coffee House,568 Jarvis St,8.2,Church St / Bloor St E,311
Storm Crow Manor,580 Church St,8.8,Church St / Bloor St E,516
Eataly,55 Bloor St W,8.5,Church St / Bloor St E,500
Church Street Espresso,585 Church St,8.1,Church St / Bloor St E,354
Piedmont Coffee Bar,66 Isabella St,8.1,Church St / Bloor St E,346
Trattoria Nervosa,75 Yorkville Ave,8.7,Church St / Bloor St E,657
Salad House,13 Hayden St,8.0,Church St / Bloor St E,327
The Alley,5 St Joseph St,8.6,Church St / Bloor St E,643
Sabai Sabai Kitchen and Bar,81 Bloor St E,8.6,200 Bloor St. E.,313
Sabai Sabai Kitchen and Bar,81 Bloor St E,8.6,200 Bloor St. E.,313
Rooster Coffee House,568 Jarvis St,8.2,200 Bloor St. E.,236
Storm Crow Manor,580 Church St,8.8,200 Bloor St. E.,525
Church Street Espresso,585 Church St,8.1,200 Bloor St. E.,367
Piedmont Coffee Bar,66 Isabella St,8.1,200 Bloor St. E.,379
Eataly,55 Bloor St W,8.5,200 Bloor St. E.,639
The Alley,5 St Joseph St,8.6,200 Bloor St. E.,719
Trattoria Nervosa,75 Yorkville Ave,8.7,200 Bloor St. E.,798
Mr Jerk,209 Wellesley St E,8.4,Sherbourne St / Isabella St,324
Mr Jerk,209 Wellesley St E,8.4,Sherbourne St / Isabella St,324
Mr Jerk,209 Wellesley St E,8.4,Sherbourne St / Isabella St,324
Rooster Coffee House,568 Jarvis St,8.2,Sherbourne St / Isabella St,314
Storm Crow Manor,580 Church St,8.8,Sherbourne St / Isabella St,545
Red Cranberries Restaurant,601 Parliament St,8.7,Sherbourne St / Isabella St,560
F'Amelia,12 Amelia St,8.7,Sherbourne St / Isabella St,632
Church Street Espresso,585 Church St,8.1,Sherbourne St / Isabella St,496
Sabai Sabai Kitchen and Bar,81 Bloor St E,8.6,Sherbourne St / Isabella St,724
Sabai Sabai Kitchen and Bar,81 Bloor St E,8.6,Sherbourne St / Isabella St,724
Zakkushi,193 Carlton St,8.7,Sherbourne St / Isabella St,786
Eataly,55 Bloor St W,8.5,Bloor St W / Balmuto St,75
Sabai Sabai Kitchen and Bar,81 Bloor St E,8.6,Bloor St W / Balmuto St,250
Sabai Sabai Kitchen and Bar,81 Bloor St E,8.6,Bloor St W / Balmuto St,250
Trattoria Nervosa,75 Yorkville Ave,8.7,Bloor St W / Balmuto St,291
Planta,1221 Bay St,8.2,Bloor St W / Balmuto St,141
Summer's Sweet Memories Inc,101 Yorkville Ave,8.6,Bloor St W / Balmuto St,378
Salad House,13 Hayden St,8.0,Bloor St W / Balmuto St,146
The Alley,5 St Joseph St,8.6,Bloor St W / Balmuto St,477
Storm Crow Manor,580 Church St,8.8,Bloor St W / Balmuto St,604
Aroma Espresso Bar,1110 Bay St,7.9,Bloor St W / Balmuto St,232
9 Bars,46 St Clair Ave E,8.0,Moore Park,865
Bread & Butter,507 Mount Pleasant Rd,7.3,Moore Park,982
Mermaid Fish and Grill House,44 St Clair Ave E,7.0,Moore Park,872
Red Lantern Pub,228 Merton St,6.3,Moore Park,710
Subway,60 St Clair Ave E,6.3,Moore Park,869
Starving Artist,505 Mount Pleasant Rd,6.3,Moore Park,974
KFC,415 Mount Pleasant Rd,6.1,Moore Park,733
Pizza Pizza,1521 Yonge St,6.1,Moore Park,1005
Kofuku,48 St Clair Ave E,0.0,Moore Park,866
Hannah's Cafe and Bistro,1822 Bloor St W,8.0,3 Pacific Avenue,75
Cabin Fever Collective,1669 Bloor St W,8.6,3 Pacific Avenue,581
The Thai,1675 Bloor St W,7.6,3 Pacific Avenue,565
Sushi Place,1730 Bloor St W,7.2,3 Pacific Avenue,361
King Slice,1598 Bloor St W,7.4,3 Pacific Avenue,725
Pizza Hut,2100 Bloor St W,6.5,3 Pacific Avenue,615
Tim Hortons,1728 Bloor St W,6.2,3 Pacific Avenue,414
Aztec's Mine,1986 Bloor St W,6.0,3 Pacific Avenue,419
Square-Boy Drive-In,875 Danforth Ave,8.4,896 Danforth Avenue,37
The Only Cafe,972 Danforth Ave,8.2,896 Danforth Avenue,110
Danforth Pizza House,920 Danforth Ave,7.9,896 Danforth Avenue,36
Athens Restaurant,707 Danforth Ave,8.4,896 Danforth Avenue,373
Alexandros Take-Out,484 Danforth Ave,8.7,896 Danforth Avenue,849
Alexandros Take-Out,484 Danforth Ave,8.7,896 Danforth Avenue,849
The Wren,1382 Danforth Ave,8.8,896 Danforth Avenue,931
Rendez-Vous,1408 Danforth Ave,8.8,896 Danforth Avenue,976
Rendez-Vous,1408 Danforth Ave,8.8,896 Danforth Avenue,976
Rendez-Vous,1408 Danforth Ave,8.8,896 Danforth Avenue,976
Mezes,456 Danforth Ave,8.7,896 Danforth Avenue,914
Red Rocket Coffee,1364 Danforth Ave,8.6,896 Danforth Avenue,892
Messini Authentic Gyros,445 Danforth Ave,8.0,896 Danforth Avenue,944
The 3 Speed,1163 Bloor St W,9.0,Bloor St W / Brock Av,65
Burdock,1184 Bloor St W,9.2,Bloor St W / Brock Av,93
Home Baking Co,1242 Bloor St W,9.0,Bloor St W / Brock Av,92
The Caribbean Queen of Patties,1279 Bloor St W,8.6,Bloor St W / Brock Av,285
Jerk King,1104 Bloor St W,8.6,Bloor St W / Brock Av,340
Popeye's Louisiana Kitchen,1115 Bloor St W,8.6,Bloor St W / Brock Av,349
Sugo,1281 Bloor St W,8.4,Bloor St W / Brock Av,306
Bar Neon,1226 Bloor St W,7.7,Bloor St W / Brock Av,43
Propeller Coffee Co,50 Wade Ave,8.6,Bloor St W / Brock Av,515
Gem Bar & Grill,1159 Davenport Rd,8.6,Davenport Rd / Oakwood Rd - SMART,268
Gem Bar & Grill,1159 Davenport Rd,8.6,Davenport Rd / Oakwood Rd - SMART,268
Futura Granita + Gelato,964 St Clair Ave W,9.2,Davenport Rd / Oakwood Rd - SMART,583
Parallel,217 Geary Ave,8.4,Davenport Rd / Oakwood Rd - SMART,584
Desotos,1079 Saint Clair Ave W,8.3,Davenport Rd / Oakwood Rd - SMART,616
Pukka,778 Saint Clair Ave W,8.7,Davenport Rd / Oakwood Rd - SMART,910
The Sovereign,1359 Davenport Rd,7.7,Davenport Rd / Oakwood Rd - SMART,420
Pizza e Pazzi,1182 Saint Clair Ave W,8.1,Davenport Rd / Oakwood Rd - SMART,797
Rio 40 Restaurant,1256 Saint Clair Ave W,8.3,Davenport Rd / Oakwood Rd - SMART,958
Rio 40 Restaurant,1256 Saint Clair Ave W,8.3,Davenport Rd / Oakwood Rd - SMART,958
Nova Era Bakery,200 Geary Ave,7.5,Davenport Rd / Oakwood Rd - SMART,507
Bellissimo Pizzaria & Ristorante,164 the Esplanade,8.5,1 Market St,251
Neo Coffee Bar,161 Frederick St,9.0,1 Market St,427
Sukho Thai,52 Wellington St E,8.7,1 Market St,353
The Keg Steakhouse + Bar,26 the Esplanade,8.5,1 Market St,331
Balzacs Coffee Ltd,10 Market St,8.0,1 Market St,186
Beer Bistro,18 King St E,8.9,1 Market St,593
Gyu-Kaku BBQ,81 Church St,8.8,1 Market St,613
Buster's Sea Cove,93 Front St E,7.8,1 Market St,178
Terroni,57A Adelaide St E,8.6,1 Market St,590
Cafe Belong,550 Bayview Ave,8.5,Brick Works,129
El Charro,788 Broadview Ave,7.6,Brick Works,969
Ryus Noodle Bar,786 Broadview Ave,7.4,Brick Works,970
Dolce Bakery,420 Summerhill Ave,0.0,Brick Works,818
The Spot,855 Broadview Ave,0.0,Brick Works,820
Pixels and Pints,791 Broadview Ave,0.0,Brick Works,947
Shirin Mahal Bakery & Sweets,2 Thorncliffe Park Dr,0.0,Brick Works,684
Esto Cafe,958 Broadview Ave,0.0,Brick Works,735
The Library Specialty Coffee,281 Dundas St W,8.7,600 University Ave,389
Gallery Sushi,275 Dundas St W,8.3,600 University Ave,378
Tim Hortons,70 Gerrard St W,8.3,600 University Ave,394
Gyubee Japanese Grill,157 Dundas St W,8.4,600 University Ave,485
Banh Mi Boys,399 Yonge St,8.7,600 University Ave,661
Banh Mi Boys,399 Yonge St,8.7,600 University Ave,661
Banh Mi Boys,399 Yonge St,8.7,600 University Ave,661
Nando's Peri-Peri,832 Bay St,8.3,600 University Ave,516
New Sky Restaurant,353 Spadina Ave,8.8,600 University Ave,773
New Sky Restaurant,353 Spadina Ave,8.8,600 University Ave,773
Salad King,340 Yonge St,8.4,600 University Ave,668
Salad King,340 Yonge St,8.4,600 University Ave,668
Icha Tea,235 Spadina Ave,9.1,600 University Ave,938
Pizzeria Libretto,155 University Ave,8.6,University Ave / King St W,66
Cafe Landwer,165 University Ave,8.7,University Ave / King St W,117
Sam James Coffee Bar,150 King St W,8.4,University Ave / King St W,38
Soho House,192 Adelaide St W,8.7,University Ave / King St W,176
Canoe Restaurant & Bar,66 Wellington St W,9.0,University Ave / King St W,281
Pai,18 Duncan St,9.1,University Ave / King St W,304
JaBistro,222 Richmond St W,8.7,University Ave / King St W,339
Momofuku Noodle Bar,190 University Ave,8.3,University Ave / King St W,210
Momofuku Noodle Bar,190 University Ave,8.3,University Ave / King St W,210
Momofuku Noodle Bar,190 University Ave,8.3,University Ave / King St W,210
Tim Hortons,55 York St,8.4,University Ave / King St W,257
Earl's Kitchen & Bar,150 King St W,8.0,University Ave / King St W,89
Relish Bar & Grill,2152 Danforth Ave,7.7,Amroth Ave / Danforth Ave,93
Relish Bar & Grill,2152 Danforth Ave,7.7,Amroth Ave / Danforth Ave,93
Budapest Restaurant,1959 Gerrard St E,8.2,Amroth Ave / Danforth Ave,533
Thai Room,2063 Danforth Ave,7.0,Amroth Ave / Danforth Ave,122
Cool Runnings Restaurant,146 Main St,7.6,Amroth Ave / Danforth Ave,966
Firkin on Danforth,2057 Danforth Ave,6.2,Amroth Ave / Danforth Ave,140
Grinder Coffee,126 Main St,7.0,Amroth Ave / Danforth Ave,989
Sultan Shawarma & Falafel,2558 Danforth Ave,6.6,Amroth Ave / Danforth Ave,852
Sultan Shawarma & Falafel,2558 Danforth Ave,6.6,Amroth Ave / Danforth Ave,852
Sultan Shawarma & Falafel,2558 Danforth Ave,6.6,Amroth Ave / Danforth Ave,852
Boxcar Social,1208 Yonge St,8.7,Summerhill Station,74
Terroni,1095 Yonge St,8.6,Summerhill Station,230
Nutbar,1240B Yonge St,7.9,Summerhill Station,147
Black Camel,4 Crescent Rd,8.8,Summerhill Station,555
Capocaccia Cafe,1366 Yonge St,8.2,Summerhill Station,493
Scaramouche Restaurant Pasta Bar & Grill,1 Benvenuto Pl,8.7,Summerhill Station,721
The Bagel House,1438 Yonge St,8.5,Summerhill Station,654
Terroni,1095 Yonge St,7.5,Summerhill Station,226
Union Social Eatery,21 Saint Clair Ave W,8.1,Summerhill Station,748
Udupi Palace,1460 Gerrard St E,8.5,Highfield Rd / Gerrard St E,306
Maha's Fine Egyptian Cuisine,226 Greenwood Ave,8.4,Highfield Rd / Gerrard St E,279
Lake Inez,1471 Gerrard St E,8.4,Highfield Rd / Gerrard St E,351
Lahore Tikka House,1365 Gerrard St E,7.6,Highfield Rd / Gerrard St E,23
Lahore Tikka House,1365 Gerrard St E,7.6,Highfield Rd / Gerrard St E,23
Godspeed Brewery,242 Coxwell Ave,8.1,Highfield Rd / Gerrard St E,460
Hasting Snack Bar,5 Hastings Ave,8.5,Highfield Rd / Gerrard St E,954
Hasting Snack Bar,5 Hastings Ave,8.5,Highfield Rd / Gerrard St E,954
Bombay Chowpatty,1386 Gerrard St E,7.2,Highfield Rd / Gerrard St E,69
Bombay Chowpatty,1386 Gerrard St E,7.2,Highfield Rd / Gerrard St E,69
Null,1636 Queen St E,8.0,Highfield Rd / Gerrard St E,940
Null,1636 Queen St E,8.0,Highfield Rd / Gerrard St E,940
Dineen Outpost,1042 Gerrard St E,7.7,Highfield Rd / Gerrard St E,986
Sud Forno,716 Queen St W,9.1,Niagara St / Richmond St W,108
Terroni,720 Queen St W,8.8,Niagara St / Richmond St W,99
Simit & Chai Co,787 King St W,8.9,Niagara St / Richmond St W,341
White Squirrel Coffee Shop,907 Queen St W,8.4,Niagara St / Richmond St W,222
Oyster Boy,872 Queen St W,8.6,Niagara St / Richmond St W,375
Northern Belle,913 Dundas St W,9.1,Niagara St / Richmond St W,671
Pennies,127 Strachan Ave,8.1,Niagara St / Richmond St W,314
Forno Cultura,609 King St W,9.0,Niagara St / Richmond St W,723
Photien Thanh Vietnamese Restaurant,57 Ossington Ave,9.0,Niagara St / Richmond St W,778
Amico's Pizza,1648 Queen St W,8.3,85 Beaty Avenue,183
Loga's Corner,216C Close Ave,8.6,85 Beaty Avenue,417
Loga's Corner,216C Close Ave,8.6,85 Beaty Avenue,417
Loga's Corner,216C Close Ave,8.6,85 Beaty Avenue,417
Easy Restaurant,1645 Queen St W,8.3,85 Beaty Avenue,410
Capital Espresso,1349 Queen St W,8.3,85 Beaty Avenue,534
The Shameful Tiki Room,1378 Queen St W,8.5,85 Beaty Avenue,651
Miss Thing's,1279 Queen St W,8.7,85 Beaty Avenue,754
Miss Thing's,1279 Queen St W,8.7,85 Beaty Avenue,754
Mother India,1456 Queen St W,7.9,85 Beaty Avenue,398
Norling,1512 Queen St W,7.5,85 Beaty Avenue,216
Cafe Polonez,195 Roncesvalles Ave,8.3,85 Beaty Avenue,894
Cafe Polonez,195 Roncesvalles Ave,8.3,85 Beaty Avenue,894
Cherry Bomb Coffee,79 Roncesvalles Ave,7.7,85 Beaty Avenue,562
The Feathers Pub,962 Kingston Rd,8.9,163 Fallingbrook Rd,691
The Beech Tree,924 Kingston Rd,8.6,163 Fallingbrook Rd,790
Jatujak,1466 Kingston Rd,8.1,163 Fallingbrook Rd,974
No Bull Burgers,1019 Kingston Rd,7.2,163 Fallingbrook Rd,499
The Green Dragon Pub,1032 Kingston Rd,7.0,163 Fallingbrook Rd,474
Tim Hortons,2480 Gerrard St E,7.0,163 Fallingbrook Rd,687
Tim Hortons,1089 Kingston Rd,6.5,163 Fallingbrook Rd,361
Subway,968 Kingston Rd,6.0,163 Fallingbrook Rd,644
Tropical Thai Cuisine,993 1/2 Kingston Rd,0.0,163 Fallingbrook Rd,554
Tropical Thai Cuisine,993 1/2 Kingston Rd,0.0,163 Fallingbrook Rd,554
Bobbette & Belle,1121 Queen St E,8.7,Queen St E / Rushbrooke Ave,204
Kibo Sushi House,1169 Queen St E,8.1,Queen St E / Rushbrooke Ave,24
Radical Road Brewing Co,1177 Queen St E,8.0,Queen St E / Rushbrooke Ave,16
Hasting Snack Bar,5 Hastings Ave,8.5,Queen St E / Rushbrooke Ave,294
Hasting Snack Bar,5 Hastings Ave,8.5,Queen St E / Rushbrooke Ave,294
Tango Palace Coffee Co,1156 Queen St E,8.0,Queen St E / Rushbrooke Ave,107
Ascari Enoteca,1111 Queen St E,8.3,Queen St E / Rushbrooke Ave,257
Te Aro,983 Queen St E,8.9,Queen St E / Rushbrooke Ave,519
Eds Real Scoop,920 Queen St E,8.7,Queen St E / Rushbrooke Ave,807
The Only Cafe,972 Danforth Ave,8.2,Donlands Station,88
Square-Boy Drive-In,875 Danforth Ave,8.4,Donlands Station,215
Danforth Pizza House,920 Danforth Ave,7.9,Donlands Station,153
Athens Restaurant,707 Danforth Ave,8.4,Donlands Station,548
The Wren,1382 Danforth Ave,8.8,Donlands Station,763
Rendez-Vous,1408 Danforth Ave,8.8,Donlands Station,807
Rendez-Vous,1408 Danforth Ave,8.8,Donlands Station,807
Rendez-Vous,1408 Danforth Ave,8.8,Donlands Station,807
Red Rocket Coffee,1364 Danforth Ave,8.6,Donlands Station,724
Ha Gow Dim Sum House,988 Danforth Ave,7.1,Donlands Station,76
Ha Gow Dim Sum House,988 Danforth Ave,7.1,Donlands Station,76
City Betty,1352 Danforth Ave,7.6,Donlands Station,710
Ono Poke Bar,100 Western Battery Rd,8.3,Lynn Williams St / East Liberty St,69
Ono Poke Bar,100 Western Battery Rd,8.3,Lynn Williams St / East Liberty St,69
Ono Poke Bar,100 Western Battery Rd,8.3,Lynn Williams St / East Liberty St,69
Local Liberty Village,171 E Liberty St,7.9,Lynn Williams St / East Liberty St,191
Cafe Neon,1024 Queen St W,8.7,Lynn Williams St / East Liberty St,620
Otto's Bierhalle,1087 Queen St W,8.8,Lynn Williams St / East Liberty St,665
Photien Thanh Vietnamese Restaurant,57 Ossington Ave,9.0,Lynn Williams St / East Liberty St,754
Mamakas Taverna,80 Ossington Ave,9.1,Lynn Williams St / East Liberty St,807
Union Restaurant,72A Ossington Ave,8.9,Lynn Williams St / East Liberty St,799
Noce,875 Queen St W,9.1,Lynn Williams St / East Liberty St,861
Oyster Boy,872 Queen St W,8.6,Lynn Williams St / East Liberty St,720
Budapest Restaurant,1959 Gerrard St E,8.2,Eastwood Rd / Woodbine Ave,528
Bud's Coffee Bar,1966 1/2 Queen St E,8.4,Eastwood Rd / Woodbine Ave,908
Lake Inez,1471 Gerrard St E,8.4,Eastwood Rd / Woodbine Ave,998
Godspeed Brewery,242 Coxwell Ave,8.1,Eastwood Rd / Woodbine Ave,898
Zane Patisserie,1852 Queen St E,7.2,Eastwood Rd / Woodbine Ave,878
Popeye's Louisiana Kitchen,1955 Queen St E,6.6,Eastwood Rd / Woodbine Ave,954
Tim Hortons,637 Kingston Rd,6.4,Eastwood Rd / Woodbine Ave,953
Dineen Coffee Co,140 Yonge St,8.9,Victoria St / Queen St E,262
Terroni,57A Adelaide St E,8.6,Victoria St / Queen St E,297
Beer Bistro,18 King St E,8.9,Victoria St / Queen St E,386
Leña Restaurante,176 Yonge St,8.1,Victoria St / Queen St E,146
Leña Restaurante,176 Yonge St,8.1,Victoria St / Queen St E,146
Kyoto Katsugyu,134 Dundas St E,9.1,Victoria St / Queen St E,468
CRAFT Beer Market Toronto,1 Adelaide St E,8.3,Victoria St / Queen St E,304
Hokkaido Ramen Santouka,91 Dundas St E,8.5,Victoria St / Queen St E,404
Cactus Club Cafe,77 Adelaide St W,8.5,Victoria St / Queen St E,457
Kyoto Katsugyu,134 Dundas St E,9.1,Dundas St E / Victoria St,249
Hokkaido Ramen Santouka,91 Dundas St E,8.5,Dundas St E / Victoria St,127
