restaurant_name,address,rating,bikeStationAddress,bikeStationDistance
Giulietta,972 College St,9.2,Roxton Rd / Harbord St,725
Nest,423 College St,8.8,Ulster St / Bathurst St,407
Ramen Isshin,421 College St,8.9,Ulster St / Bathurst St,417
Sneaky Dee's,431 College St,8.7,Ulster St / Bathurst St,420
Bar Raval,505 College St,8.7,Ulster St / Bathurst St,465
Snakes & Lattes College,489 College St,8.6,Ulster St / Bathurst St,434
Yasu,81 Harbord St,8.7,Ulster St / Bathurst St,554
Yasu,81 Harbord St,8.7,Ulster St / Bathurst St,554
Voodoo Child,388 College St,8.4,Ulster St / Bathurst St,436
Café Pamenar,307 Augusta Ave,8.8,Ulster St / Bathurst St,611
Insomnia Restaurant and Lounge,563 Bloor St W,8.7,Ulster St / Bathurst St,599
Insomnia Restaurant and Lounge,563 Bloor St W,8.7,Ulster St / Bathurst St,599
Insomnia Restaurant and Lounge,563 Bloor St W,8.7,Ulster St / Bathurst St,599
Rustle & Still Café,605 Bloor St W,8.7,Ulster St / Bathurst St,625
Knuckle Sandwich,969 Coxwell Ave,8.5,Mortimer Ave / Coxwell Ave,655
Knuckle Sandwich,969 Coxwell Ave,8.5,Mortimer Ave / Coxwell Ave,655
Rendez-Vous,1408 Danforth Ave,8.8,Mortimer Ave / Coxwell Ave,893
Rendez-Vous,1408 Danforth Ave,8.8,Mortimer Ave / Coxwell Ave,893
Rendez-Vous,1408 Danforth Ave,8.8,Mortimer Ave / Coxwell Ave,893
The Wren,1382 Danforth Ave,8.8,Mortimer Ave / Coxwell Ave,910
Red Rocket Coffee,1364 Danforth Ave,8.6,Mortimer Ave / Coxwell Ave,930
City Betty,1352 Danforth Ave,7.6,Mortimer Ave / Coxwell Ave,927
Patisserie la Cigogne,1419 Danforth Ave,7.4,Mortimer Ave / Coxwell Ave,896
Wazema Ethiopian Restaurant,1360 Danforth Ave,7.3,Mortimer Ave / Coxwell Ave,943
Lickadee Split Ice Cream Shoppe,980 Coxwell Ave,6.7,Mortimer Ave / Coxwell Ave,644
Subway,1568 Danforth Ave,6.5,Mortimer Ave / Coxwell Ave,807
Relish Bar & Grill,2152 Danforth Ave,7.7,Woodbine Subway Green P (SMART),61
Relish Bar & Grill,2152 Danforth Ave,7.7,Woodbine Subway Green P (SMART),61
Budapest Restaurant,1959 Gerrard St E,8.2,Woodbine Subway Green P (SMART),658
Thai Room,2063 Danforth Ave,7.0,Woodbine Subway Green P (SMART),219
Duckworth's Fish & Chips,2638 Danforth Ave,7.6,Woodbine Subway Green P (SMART),915
Cool Runnings Restaurant,146 Main St,7.6,Woodbine Subway Green P (SMART),962
Grinder Coffee,126 Main St,7.0,Woodbine Subway Green P (SMART),991
Firkin on Danforth,2057 Danforth Ave,6.2,Woodbine Subway Green P (SMART),236
Sultan Shawarma & Falafel,2558 Danforth Ave,6.6,Woodbine Subway Green P (SMART),768
Sultan Shawarma & Falafel,2558 Danforth Ave,6.6,Woodbine Subway Green P (SMART),768
Sultan Shawarma & Falafel,2558 Danforth Ave,6.6,Woodbine Subway Green P (SMART),768
Maple Leaf Dairy,2861 Danforth Ave,8.7,Danforth Ave / Barrington Ave,480
Duckworth's Fish & Chips,2638 Danforth Ave,7.6,Danforth Ave / Barrington Ave,53
Cool Runnings Restaurant,146 Main St,7.6,Danforth Ave / Barrington Ave,537
Relish Bar & Grill,2152 Danforth Ave,7.7,Danforth Ave / Barrington Ave,875
Relish Bar & Grill,2152 Danforth Ave,7.7,Danforth Ave / Barrington Ave,875
Sultan Shawarma & Falafel,2558 Danforth Ave,6.6,Danforth Ave / Barrington Ave,100
Sultan Shawarma & Falafel,2558 Danforth Ave,6.6,Danforth Ave / Barrington Ave,100
Sultan Shawarma & Falafel,2558 Danforth Ave,6.6,Danforth Ave / Barrington Ave,100
Grinder Coffee,126 Main St,7.0,Danforth Ave / Barrington Ave,585
Grillies,2632 Danforth Ave,6.1,Danforth Ave / Barrington Ave,43
Grillies,2632 Danforth Ave,6.1,Danforth Ave / Barrington Ave,43
Tim Hortons,2575 Danforth Ave,5.5,Danforth Ave / Barrington Ave,11
Baitul Muqadus,2584 Danforth Ave,0.0,Danforth Ave / Barrington Ave,62
Hannah's Cafe and Bistro,1822 Bloor St W,8.0,Pacific Ave / Glenlake Ave - SMART,370
Honest Weight,2766 Dundas St W,9.3,Pacific Ave / Glenlake Ave - SMART,955
The Good Neighbour,238 Annette St,8.7,Pacific Ave / Glenlake Ave - SMART,781
Annette Food Market,240 Annette St,8.4,Pacific Ave / Glenlake Ave - SMART,771
The Hole in the Wall,2867A Dundas St W,8.4,Pacific Ave / Glenlake Ave - SMART,904
Outpost Coffee Roasters,1578 Bloor St W,8.1,Pacific Ave / Glenlake Ave - SMART,866
Isaan Der,2961 Dundas St W,8.1,Pacific Ave / Glenlake Ave - SMART,943
Playa Cabana Cantina,2883 Dundas St W,8.0,Pacific Ave / Glenlake Ave - SMART,908
Playa Cabana Cantina,2883 Dundas St W,8.0,Pacific Ave / Glenlake Ave - SMART,908
Playa Cabana Cantina,2883 Dundas St W,8.0,Pacific Ave / Glenlake Ave - SMART,908
Hannah's Cafe and Bistro,1822 Bloor St W,8.0,High Park - West Rd,286
The Mugshot Tavern,1729 Bloor St W,8.2,High Park - West Rd,521
Cabin Fever Collective,1669 Bloor St W,8.6,High Park - West Rd,777
Baka Gallery Cafe,2256 Bloor St W,8.1,High Park - West Rd,992
Outpost Coffee Roasters,1578 Bloor St W,8.1,High Park - West Rd,991
The Thai,1675 Bloor St W,7.6,High Park - West Rd,761
Sushi Place,1730 Bloor St W,7.2,High Park - West Rd,563
King Slice,1598 Bloor St W,7.4,High Park - West Rd,920
Mackenzies High Park,1982 Bloor St W,6.7,High Park - West Rd,243
Allen's,143 Danforth Ave,8.7,Broadview Ave / Danforth Ave,132
El Charro,788 Broadview Ave,7.6,Broadview Ave / Danforth Ave,28
Pantheon Restaurant,407 Danforth Ave,8.7,Broadview Ave / Danforth Ave,576
7 Numbers,307 Danforth Ave,8.1,Broadview Ave / Danforth Ave,373
7 Numbers,307 Danforth Ave,8.1,Broadview Ave / Danforth Ave,373
Mezes,456 Danforth Ave,8.7,Broadview Ave / Danforth Ave,679
Dough Bakeshop,173 Danforth Ave,7.6,Broadview Ave / Danforth Ave,152
Alexandros Take-Out,484 Danforth Ave,8.7,Broadview Ave / Danforth Ave,741
Alexandros Take-Out,484 Danforth Ave,8.7,Broadview Ave / Danforth Ave,741
Ryus Noodle Bar,786 Broadview Ave,7.4,Broadview Ave / Danforth Ave,28
Louis Cifer Brew Works,417 Danforth Ave,8.1,Broadview Ave / Danforth Ave,586
The Caribbean Dutchpot,751 Broadview Ave,7.4,Broadview Ave / Danforth Ave,141
Black Eagle,457 Church St,8.1,Church St / Wood St,153
Banh Mi Boys,399 Yonge St,8.7,Church St / Wood St,414
Banh Mi Boys,399 Yonge St,8.7,Church St / Wood St,414
Banh Mi Boys,399 Yonge St,8.7,Church St / Wood St,414
Woody's,467 Church St,8.1,Church St / Wood St,190
Kinton Ramen 5,396 Church St,8.2,Church St / Wood St,245
Churchmouse & Firkin,475 Church St,8.2,Church St / Wood St,217
Storm Crow Manor,580 Church St,8.8,Church St / Wood St,478
The Blake House,449 Jarvis St,8.0,Church St / Wood St,276
Page One Cafe,106 Mutual St,8.8,Church St / Wood St,629
Banh Mi Boys,399 Yonge St,8.7,College Park- Gerrard Entrance,132
Banh Mi Boys,399 Yonge St,8.7,College Park- Gerrard Entrance,132
Banh Mi Boys,399 Yonge St,8.7,College Park- Gerrard Entrance,132
Barberian's Steak House,7 Elm St,8.5,College Park- Gerrard Entrance,169
Tim Hortons,70 Gerrard St W,8.3,College Park- Gerrard Entrance,135
Salad King,340 Yonge St,8.4,College Park- Gerrard Entrance,212
Salad King,340 Yonge St,8.4,College Park- Gerrard Entrance,212
Gyubee Japanese Grill,157 Dundas St W,8.4,College Park- Gerrard Entrance,413
Kyoto Katsugyu,134 Dundas St E,9.1,College Park- Gerrard Entrance,642
Nando's Peri-Peri,832 Bay St,8.3,College Park- Gerrard Entrance,386
Rendez-Vous,1408 Danforth Ave,8.8,Danforth Ave / Coxwell Ave,379
Rendez-Vous,1408 Danforth Ave,8.8,Danforth Ave / Coxwell Ave,379
Rendez-Vous,1408 Danforth Ave,8.8,Danforth Ave / Coxwell Ave,379
The Wren,1382 Danforth Ave,8.8,Danforth Ave / Coxwell Ave,423
Red Rocket Coffee,1364 Danforth Ave,8.6,Danforth Ave / Coxwell Ave,462
City Betty,1352 Danforth Ave,7.6,Danforth Ave / Coxwell Ave,476
Patisserie la Cigogne,1419 Danforth Ave,7.4,Danforth Ave / Coxwell Ave,340
Subway,1568 Danforth Ave,6.5,Danforth Ave / Coxwell Ave,75
The Dylan Bar,1276 Danforth Ave,7.1,Danforth Ave / Coxwell Ave,619
Miku,10 Bay St,8.8,12 Harbour St,170
Chotto Matte,161 Bay St,8.7,12 Harbour St,481
BeaverTails,145 Queen's Quay W,8.5,12 Harbour St,442
The Keg Steakhouse + Bar,26 the Esplanade,8.5,12 Harbour St,475
Canoe Restaurant & Bar,66 Wellington St W,9.0,12 Harbour St,681
E11Even,15 York St,8.2,12 Harbour St,421
E11Even,15 York St,8.2,12 Harbour St,421
Walrus Pub & Beer Hall,187 Bay St,8.5,12 Harbour St,597
SOCO Kitchen + Bar,75 Lower Simcoe St,8.5,12 Harbour St,612
Bandit Brewery,2125 Dundas St W,8.4,Howard Park Ave / Dundas St W,92
Pizzeria Defina,321 Roncesvalles Ave,9.1,Howard Park Ave / Dundas St W,388
Henderson Brewing Co,128A Sterling Rd,8.3,Howard Park Ave / Dundas St W,308
Reunion Island Coffee Bar,385 Roncesvalles Ave,8.0,Howard Park Ave / Dundas St W,243
Cider House,391 Roncesvalles Ave,7.9,Howard Park Ave / Dundas St W,229
The Commoner,2067 Dundas St W,7.5,Howard Park Ave / Dundas St W,55
Gold Standard,385 Roncesvalles Ave,7.7,Howard Park Ave / Dundas St W,229
The Gaslight,1426 Bloor St W,8.3,Howard Park Ave / Dundas St W,579
Cabin Fever Collective,1669 Bloor St W,8.6,Howard Park Ave / Dundas St W,745
Sabai Sabai Kitchen and Bar,81 Bloor St E,8.6,Yonge St / Bloor St,154
Sabai Sabai Kitchen and Bar,81 Bloor St E,8.6,Yonge St / Bloor St,154
Eataly,55 Bloor St W,8.5,Yonge St / Bloor St,177
Salad House,13 Hayden St,8.0,Yonge St / Bloor St,63
Trattoria Nervosa,75 Yorkville Ave,8.7,Yonge St / Bloor St,383
Planta,1221 Bay St,8.2,Yonge St / Bloor St,241
The Alley,5 St Joseph St,8.6,Yonge St / Bloor St,456
Storm Crow Manor,580 Church St,8.8,Yonge St / Bloor St,527
Summer's Sweet Memories Inc,101 Yorkville Ave,8.6,Yonge St / Bloor St,475
Balzac's Coffee,789 Yonge St,7.9,Yonge St / Bloor St,198
Okonomi House Restaurant,23 Charles St W,7.8,Yonge St / Bloor St,171
Medieval Times Dinner & Tournament,10 Dufferin St,8.0,Dufferin Gate,86
Louie - Craft Coffee,1187 King St W,8.0,Dufferin Gate,645
Local Liberty Village,171 E Liberty St,7.9,Dufferin Gate,763
Levetto,68 Sudbury St,8.0,Dufferin Gate,927
Liberty Commons at Big Rock Brewery,42 Liberty St,7.7,Dufferin Gate,663
The Abbott,99 Spencer Ave,7.6,Dufferin Gate,645
Tim Hortons,171 E Liberty St,7.7,Dufferin Gate,730
Balzac's Coffee Roasters,43 Hanna Ave,7.6,Dufferin Gate,761
The Craft Brasserie & Grille,107 Atlantic Ave,7.3,Dufferin Gate,777
Smoke's Poutinerie,170 Princes' Blvd,7.0,Dufferin Gate,541
Medieval Times Dinner & Tournament,10 Dufferin St,8.0,Lake Shore Blvd W / Ontario Dr (Ontario Place),498
Local Liberty Village,171 E Liberty St,7.9,Lake Shore Blvd W / Ontario Dr (Ontario Place),917
Exhibition Place,200 Princes' Blvd,7.8,Lake Shore Blvd W / Ontario Dr (Ontario Place),893
Liberty Commons at Big Rock Brewery,42 Liberty St,7.7,Lake Shore Blvd W / Ontario Dr (Ontario Place),896
Tim Hortons,171 E Liberty St,7.7,Lake Shore Blvd W / Ontario Dr (Ontario Place),853
For the Love of Cake,171 E Liberty St,7.6,Lake Shore Blvd W / Ontario Dr (Ontario Place),868
Balzac's Coffee Roasters,43 Hanna Ave,7.6,Lake Shore Blvd W / Ontario Dr (Ontario Place),931
Smoke's Poutinerie,170 Princes' Blvd,7.0,Lake Shore Blvd W / Ontario Dr (Ontario Place),329
Merci Mon Ami,171 E Liberty St,7.5,Lake Shore Blvd W / Ontario Dr (Ontario Place),900
Brazen Head Irish Pub,165 E. Liberty St,7.2,Lake Shore Blvd W / Ontario Dr (Ontario Place),957
Vit Beo,858 Bloor St W,9.2,Bloor St W / Shaw Ave,100
La Bella Managua,872 Bloor St W,9.2,Bloor St W / Shaw Ave,149
La Bella Managua,872 Bloor St W,9.2,Bloor St W / Shaw Ave,149
La Bella Managua,872 Bloor St W,9.2,Bloor St W / Shaw Ave,149
Banjara Indian Cuisine,796 Bloor St W,8.7,Bloor St W / Shaw Ave,111
Northwood,815 Bloor St W,8.5,Bloor St W / Shaw Ave,82
Bakerbots Baking,205 Delaware Ave,9.0,Bloor St W / Shaw Ave,406
Filosophy Pastry and Espresso Bar,912 Bloor St W,8.3,Bloor St W / Shaw Ave,277
Terrazza,372 Harbord St,8.3,Bloor St W / Shaw Ave,379
Buk Chang Dong Soon Tofu,691 Bloor St W,8.4,Bloor St W / Shaw Ave,508
Hodo Kwaja,656 Bloor St W,8.6,Bloor St W / Shaw Ave,637
Bar Isabel,797 College St,9.1,Concord Av / Dewson St,414
Bar Isabel,797 College St,9.1,Concord Av / Dewson St,414
Giulietta,972 College St,9.2,Concord Av / Dewson St,445
Terrazza,372 Harbord St,8.3,Concord Av / Dewson St,303
La Bella Managua,872 Bloor St W,9.2,Concord Av / Dewson St,579
La Bella Managua,872 Bloor St W,9.2,Concord Av / Dewson St,579
La Bella Managua,872 Bloor St W,9.2,Concord Av / Dewson St,579
Vit Beo,858 Bloor St W,9.2,Concord Av / Dewson St,606
Bakerbots Baking,205 Delaware Ave,9.0,Concord Av / Dewson St,602
The Emmet Ray,924 College St,8.1,Concord Av / Dewson St,352
Bairrada Churrasqueira Grill,1000 College St,8.3,Concord Av / Dewson St,511
Imanishi Japanese Kitchen,1330 Dundas St W,9.2,Concord Av / Dewson St,832
Booyah Inc,16A Vaughan Rd,7.7,Hocken Ave./Vaughan Rd.,37
Craque de Creme,1360 Bathurst St,8.1,Hocken Ave./Vaughan Rd.,241
Dutch Dreams Icecream Parlor Toronto,36 Vaughan Rd,7.7,Hocken Ave./Vaughan Rd.,60
CocoaLatte,671 Saint Clair Ave W,8.6,Hocken Ave./Vaughan Rd.,537
Bar Ape,283 Rushton Rd,9.1,Hocken Ave./Vaughan Rd.,749
Pukka,778 Saint Clair Ave W,8.7,Hocken Ave./Vaughan Rd.,864
Vesta Lunch,474 Dupont St,8.3,Hocken Ave./Vaughan Rd.,1003
What a Bagel,421 Spadina Rd,7.8,Hocken Ave./Vaughan Rd.,772
Thai Noodle,62 Vaughan Rd,7.1,Hocken Ave./Vaughan Rd.,160
CocoaLatte,671 Saint Clair Ave W,8.6,St Clair Ave W / Bathurst St.,543
Bar Ape,283 Rushton Rd,9.1,St Clair Ave W / Bathurst St.,753
Dutch Dreams Icecream Parlor Toronto,36 Vaughan Rd,7.7,St Clair Ave W / Bathurst St.,124
Booyah Inc,16A Vaughan Rd,7.7,St Clair Ave W / Bathurst St.,182
Craque de Creme,1360 Bathurst St,8.1,St Clair Ave W / Bathurst St.,408
Pukka,778 Saint Clair Ave W,8.7,St Clair Ave W / Bathurst St.,876
What a Bagel,421 Spadina Rd,7.8,St Clair Ave W / Bathurst St.,629
Thai Noodle,62 Vaughan Rd,7.1,St Clair Ave W / Bathurst St.,138
Albert's Real Jamaican Food,542 Saint Clair Ave W,6.9,St Clair Ave W / Bathurst St.,159
Albert's Real Jamaican Food,542 Saint Clair Ave W,6.9,St Clair Ave W / Bathurst St.,159
ViVetha Bistro - Queen St. E.,2485 Queen St E,8.9,Queen St E / Nursewood Rd (Neville Park Loop),57
Ed's Real Scoop,2224 Queen St E,8.6,Queen St E / Nursewood Rd (Neville Park Loop),542
Isabella's Boutique Restaurant,2328 Queen St E,7.7,Queen St E / Nursewood Rd (Neville Park Loop),100
The Feathers Pub,962 Kingston Rd,8.9,Queen St E / Nursewood Rd (Neville Park Loop),887
Outrigger Tap & Table,2232 Queen St E,8.0,Queen St E / Nursewood Rd (Neville Park Loop),520
Tori's Bakeshop,2188 Queen St E,8.3,Queen St E / Nursewood Rd (Neville Park Loop),738
The Beech Tree,924 Kingston Rd,8.6,Queen St E / Nursewood Rd (Neville Park Loop),949
Veloute Bistro & Catering,2343 Queen St E,7.8,Queen St E / Nursewood Rd (Neville Park Loop),676
Veloute Bistro & Catering,2343 Queen St E,7.8,Queen St E / Nursewood Rd (Neville Park Loop),676
Xola,2222A Queen St E,7.5,Queen St E / Nursewood Rd (Neville Park Loop),549
Bud's Coffee Bar,1966 1/2 Queen St E,8.4,Kew Beach Ave / Kenilworth Ave,369
Green Eggplant Mediterranean Grill,2022 Queen St E,7.4,Kew Beach Ave / Kenilworth Ave,515
Brett's Ice Cream,1698 Queen St W,7.7,Kew Beach Ave / Kenilworth Ave,924
Zane Patisserie,1852 Queen St E,7.2,Kew Beach Ave / Kenilworth Ave,577
Castro's Lounge,2116 E Queen St E,7.0,Kew Beach Ave / Kenilworth Ave,733
Popeye's Louisiana Kitchen,1955 Queen St E,6.6,Kew Beach Ave / Kenilworth Ave,345
Subway,2229 Queen St E,6.7,Kew Beach Ave / Kenilworth Ave,690
Imanishi Japanese Kitchen,1330 Dundas St W,9.2,Dovercourt Rd / Harrison St (Green P) - SMART,287
Hanmoto,2 Lakeview Ave,8.7,Dovercourt Rd / Harrison St (Green P) - SMART,198
Hanmoto,2 Lakeview Ave,8.7,Dovercourt Rd / Harrison St (Green P) - SMART,198
Get Well,1181 Dundas St W,8.7,Dovercourt Rd / Harrison St (Green P) - SMART,249
Enoteca Sociale,1288 Dundas St W,8.7,Dovercourt Rd / Harrison St (Green P) - SMART,243
Founder Bar,1282 Dundas St W,8.6,Dovercourt Rd / Harrison St (Green P) - SMART,226
Pizzeria Libretto,221 Ossington Ave,9.0,Dovercourt Rd / Harrison St (Green P) - SMART,348
Foxley,207 Ossington Ave,9.2,Dovercourt Rd / Harrison St (Green P) - SMART,381
Foxley,207 Ossington Ave,9.2,Dovercourt Rd / Harrison St (Green P) - SMART,381
Giulietta,972 College St,9.2,Dovercourt Rd / Harrison St (Green P) - SMART,410
Superpoint,184A Ossington Ave Main,9.0,Dovercourt Rd / Harrison St (Green P) - SMART,397
New Sky Restaurant,353 Spadina Ave,8.8,Baldwin Ave / Spadina Ave,60
New Sky Restaurant,353 Spadina Ave,8.8,Baldwin Ave / Spadina Ave,60
Banh Mi Nguyen Huong,322 Spadina Ave,9.1,Baldwin Ave / Spadina Ave,142
Blackbird Baking Co,172 Baldwin St,8.9,Baldwin Ave / Spadina Ave,174
Handlebar,159 Augusta Ave,8.8,Baldwin Ave / Spadina Ave,320
King's Noodle House,296 Spadina Ave,8.4,Baldwin Ave / Spadina Ave,202
Icha Tea,235 Spadina Ave,9.1,Baldwin Ave / Spadina Ave,405
Little Pebbles,160 Baldwin St,8.2,Baldwin Ave / Spadina Ave,146
Café Pamenar,307 Augusta Ave,8.8,Baldwin Ave / Spadina Ave,403
El Rey Mezcal Bar,2A Kensington Ave,8.4,Baldwin Ave / Spadina Ave,270
Film Cafe,230 Augusta Ave,8.5,Baldwin Ave / Spadina Ave,313
Neo Coffee Bar,161 Frederick St,9.0,Frederick St / King St E,47
The Black Canary Espresso Bar,61 Sherbourne St,9.0,Frederick St / King St E,110
Le Petit Dejeuner,191 King St E,8.0,Frederick St / King St E,88
Le Petit Dejeuner,191 King St E,8.0,Frederick St / King St E,88
Bellissimo Pizzaria & Ristorante,164 the Esplanade,8.5,Frederick St / King St E,269
Gyu-Kaku BBQ,81 Church St,8.8,Frederick St / King St E,446
Sukho Thai,52 Wellington St E,8.7,Frederick St / King St E,506
Pearl Diver,100 Adelaide St E,8.3,Frederick St / King St E,353
Terroni,57A Adelaide St E,8.6,Frederick St / King St E,498
Arvo Coffee,17 Gristmill Lane,9.1,Frederick St / King St E,653
Ramen Isshin,421 College St,8.9,College St / Borden St,126
Nest,423 College St,8.8,College St / Borden St,141
Voodoo Child,388 College St,8.4,College St / Borden St,19
Sneaky Dee's,431 College St,8.7,College St / Borden St,166
Café Pamenar,307 Augusta Ave,8.8,College St / Borden St,228
Otto's Berlin Döner,256 Augusta Ave,8.6,College St / Borden St,239
Otto's Berlin Döner,256 Augusta Ave,8.6,College St / Borden St,239
Snakes & Lattes College,489 College St,8.6,College St / Borden St,305
Bar Raval,505 College St,8.7,College St / Borden St,387
Blackbird Baking Co,172 Baldwin St,8.9,College St / Borden St,469
Film Cafe,230 Augusta Ave,8.5,College St / Borden St,342
Icha Tea,235 Spadina Ave,9.1,Phoebe St / Spadina Ave,158
Drom Taberna,458 Queen St W,8.8,Phoebe St / Spadina Ave,327
The Rivoli,334 Queen St W,8.1,Phoebe St / Spadina Ave,169
BarChef,472 Queen St W,8.6,Phoebe St / Spadina Ave,365
Handlebar,159 Augusta Ave,8.8,Phoebe St / Spadina Ave,497
King's Noodle House,296 Spadina Ave,8.4,Phoebe St / Spadina Ave,364
El Rey Mezcal Bar,2A Kensington Ave,8.4,Phoebe St / Spadina Ave,413
New Sky Restaurant,353 Spadina Ave,8.8,Phoebe St / Spadina Ave,618
New Sky Restaurant,353 Spadina Ave,8.8,Phoebe St / Spadina Ave,618
Gallery Sushi,275 Dundas St W,8.3,Beverley  St / Dundas St W,287
HotBlack Coffee,245 Queen St W,8.7,Beverley  St / Dundas St W,467
New Sky Restaurant,353 Spadina Ave,8.8,Beverley  St / Dundas St W,523
New Sky Restaurant,353 Spadina Ave,8.8,Beverley  St / Dundas St W,523
King's Noodle House,296 Spadina Ave,8.4,Beverley  St / Dundas St W,389
JaBistro,222 Richmond St W,8.7,Beverley  St / Dundas St W,550
Pai,18 Duncan St,9.1,Beverley  St / Dundas St W,667
Handlebar,159 Augusta Ave,8.8,Beverley  St / Dundas St W,636
Dim Sum King,421 Dundas St W,7.8,Beverley  St / Dundas St W,178
House of Gourmet,484 Dundas St W,8.0,Beverley  St / Dundas St W,312
Tokyo Sushi House,33 Saint Joseph St,8.1,Bay St / St. Joseph St,57
Storm Crow Manor,580 Church St,8.8,Bay St / St. Joseph St,496
Eataly,55 Bloor St W,8.5,Bay St / St. Joseph St,479
Nando's Peri-Peri,832 Bay St,8.3,Bay St / St. Joseph St,431
Aroma Espresso Bar,1110 Bay St,7.9,Bay St / St. Joseph St,292
Sabai Sabai Kitchen and Bar,81 Bloor St E,8.6,Bay St / St. Joseph St,607
Sabai Sabai Kitchen and Bar,81 Bloor St E,8.6,Bay St / St. Joseph St,607
Trattoria Nervosa,75 Yorkville Ave,8.7,Bay St / St. Joseph St,674
Coffee Island,925 Bay St,7.6,Bay St / St. Joseph St,145
Summer's Sweet Memories Inc,101 Yorkville Ave,8.6,Bay St / St. Joseph St,711
Kyoto Katsugyu,134 Dundas St E,9.1,Gould St / Mutual St,169
Hokkaido Ramen Santouka,91 Dundas St E,8.5,Gould St / Mutual St,206
Banh Mi Boys,399 Yonge St,8.7,Gould St / Mutual St,431
Banh Mi Boys,399 Yonge St,8.7,Gould St / Mutual St,431
Banh Mi Boys,399 Yonge St,8.7,Gould St / Mutual St,431
Balzacs Coffee,122 Bond St,8.1,Gould St / Mutual St,196
Kinton Ramen 5,396 Church St,8.2,Gould St / Mutual St,317
Salad King,340 Yonge St,8.4,Gould St / Mutual St,393
Salad King,340 Yonge St,8.4,Gould St / Mutual St,393
Barberian's Steak House,7 Elm St,8.5,Gould St / Mutual St,435
Rooster Coffee House,479 Broad View Ave,8.9,Riverdale Park North (Broadview Ave),255
Allen's,143 Danforth Ave,8.7,Riverdale Park North (Broadview Ave),622
Riverdale Perk,633 Logan Ave,8.6,Riverdale Park North (Broadview Ave),634
Riverdale Perk,633 Logan Ave,8.6,Riverdale Park North (Broadview Ave),634
Que Ling Restaurant,248 Boulton Ave,8.7,Riverdale Park North (Broadview Ave),719
Que Ling Restaurant,248 Boulton Ave,8.7,Riverdale Park North (Broadview Ave),719
Batifole Restaurant,744 Gerrard St E,8.8,Riverdale Park North (Broadview Ave),781
Mezes,456 Danforth Ave,8.7,Riverdale Park North (Broadview Ave),837
Alexandros Take-Out,484 Danforth Ave,8.7,Riverdale Park North (Broadview Ave),896
Alexandros Take-Out,484 Danforth Ave,8.7,Riverdale Park North (Broadview Ave),896
Louis Cifer Brew Works,417 Danforth Ave,8.1,Riverdale Park North (Broadview Ave),771
Messini Authentic Gyros,445 Danforth Ave,8.0,Riverdale Park North (Broadview Ave),801
Green Earth Vegetarian Cuisine,385 Broadview Ave,7.6,Riverdale Park North (Broadview Ave),609
Allen's,143 Danforth Ave,8.7,Danforth Ave / Ellerbeck St,86
Mezes,456 Danforth Ave,8.7,Danforth Ave / Ellerbeck St,529
Dough Bakeshop,173 Danforth Ave,7.6,Danforth Ave / Ellerbeck St,50
Alexandros Take-Out,484 Danforth Ave,8.7,Danforth Ave / Ellerbeck St,593
Alexandros Take-Out,484 Danforth Ave,8.7,Danforth Ave / Ellerbeck St,593
Louis Cifer Brew Works,417 Danforth Ave,8.1,Danforth Ave / Ellerbeck St,435
El Charro,788 Broadview Ave,7.6,Danforth Ave / Ellerbeck St,179
Rooster Coffee House,479 Broad View Ave,8.9,Danforth Ave / Ellerbeck St,922
Messini Authentic Gyros,445 Danforth Ave,8.0,Danforth Ave / Ellerbeck St,502
Ryus Noodle Bar,786 Broadview Ave,7.4,Danforth Ave / Ellerbeck St,178
Factory Girl,193 Danforth Ave,7.2,Danforth Ave / Ellerbeck St,51
Athens Restaurant,707 Danforth Ave,8.4,Pape Subway Green P,122
Square-Boy Drive-In,875 Danforth Ave,8.4,Pape Subway Green P,364
Alexandros Take-Out,484 Danforth Ave,8.7,Pape Subway Green P,485
Alexandros Take-Out,484 Danforth Ave,8.7,Pape Subway Green P,485
Mezes,456 Danforth Ave,8.7,Pape Subway Green P,553
The Only Cafe,972 Danforth Ave,8.2,Pape Subway Green P,495
Danforth Pizza House,920 Danforth Ave,7.9,Pape Subway Green P,423
Messini Authentic Gyros,445 Danforth Ave,8.0,Pape Subway Green P,586
Louis Cifer Brew Works,417 Danforth Ave,8.1,Pape Subway Green P,648
A&W Restaurant,654 Danforth Ave,7.0,Pape Subway Green P,137
A&W Restaurant,654 Danforth Ave,7.0,Pape Subway Green P,137
Alexandros Take-Out,484 Danforth Ave,8.7,Danforth Ave / Gough Ave,257
Alexandros Take-Out,484 Danforth Ave,8.7,Danforth Ave / Gough Ave,257
Athens Restaurant,707 Danforth Ave,8.4,Danforth Ave / Gough Ave,227
Mezes,456 Danforth Ave,8.7,Danforth Ave / Gough Ave,317
Messini Authentic Gyros,445 Danforth Ave,8.0,Danforth Ave / Gough Ave,345
Louis Cifer Brew Works,417 Danforth Ave,8.1,Danforth Ave / Gough Ave,411
Square-Boy Drive-In,875 Danforth Ave,8.4,Danforth Ave / Gough Ave,569
Riverdale Perk,633 Logan Ave,8.6,Danforth Ave / Gough Ave,803
Riverdale Perk,633 Logan Ave,8.6,Danforth Ave / Gough Ave,803
Allen's,143 Danforth Ave,8.7,Danforth Ave / Gough Ave,911
The Only Cafe,972 Danforth Ave,8.2,Danforth Ave / Gough Ave,710
